Iteration,BatchSize,CreateTable,CreateTableTime,BulkCopyTime,SelectTime,ExecutionPlan,
       242,              1,          14,         5,   unlogged,    13600,"HashAggregate Seq Scan"
       243,              1,          14,         5,   unlogged,    13600,"HashAggregate Seq Scan"
       244,              1,          15,         5,   unlogged,    13600,"HashAggregate Seq Scan"
       245,              1,          14,         6,   unlogged,    13600,"HashAggregate Seq Scan"
       246,              1,          13,         4,   unlogged,    13600,"HashAggregate Seq Scan"
       247,              1,          14,         4,   unlogged,    13600,"HashAggregate Seq Scan"
       248,              2,          16,         5,   unlogged,    13600,"HashAggregate Seq Scan"
       249,              1,          18,        11,   unlogged,    13600,"HashAggregate Seq Scan"
       250,              2,          19,        10,   unlogged,    13600,"HashAggregate Seq Scan"
       251,              2,          16,         5,       temp,    13600,"HashAggregate Seq Scan"
       252,              1,          16,         5,       temp,    13600,"HashAggregate Seq Scan"
       253,              1,          17,         5,       temp,    13600,"HashAggregate Seq Scan"
       254,              1,          16,         5,       temp,    13600,"HashAggregate Seq Scan"
       255,              1,          14,         4,       temp,    13600,"HashAggregate Seq Scan"
       256,              2,          15,        10,       temp,    13600,"HashAggregate Seq Scan"
       257,              2,          13,        10,       temp,    13600,"HashAggregate Seq Scan"
       258,              1,          16,         4,       temp,    13600,"HashAggregate Seq Scan"
       259,              1,          14,         5,       temp,    13600,"HashAggregate Seq Scan"
       260,              1,          14,         6,       temp,    13600,"HashAggregate Seq Scan"
       261,              1,          14,         4,       temp,    13600,"HashAggregate Seq Scan"
       262,              1,          14,         6,       temp,    13600,"HashAggregate Seq Scan"
       263,              1,          14,         5,       temp,    13600,"HashAggregate Seq Scan"
       264,              1,          14,         5,       temp,    13600,"HashAggregate Seq Scan"
       265,              1,          17,         4,       temp,    13600,"HashAggregate Seq Scan"
       266,              0,          15,         5,       temp,    13600,"HashAggregate Seq Scan"
       267,              1,          15,         5,       temp,    13600,"HashAggregate Seq Scan"
       268,              1,          15,         5,       temp,    13600,"HashAggregate Seq Scan"
       269,              1,          15,         5,       temp,    13600,"HashAggregate Seq Scan"
       270,              1,          16,         4,       temp,    13600,"HashAggregate Seq Scan"
       271,              1,          15,         5,       temp,    13600,"HashAggregate Seq Scan"
       272,              1,          14,         8,       temp,    13600,"HashAggregate Seq Scan"
       273,              2,          17,        11,       temp,    13600,"HashAggregate Seq Scan"
       274,              1,          15,         5,       temp,    13600,"HashAggregate Seq Scan"
       275,              1,          14,         6,       temp,    13600,"HashAggregate Seq Scan"
       276,              1,          15,         4,       temp,    13600,"HashAggregate Seq Scan"
       277,              1,          16,         5,       temp,    13600,"HashAggregate Seq Scan"
       278,              2,          15,         5,       temp,    13600,"HashAggregate Seq Scan"
       279,              1,          16,         4,       temp,    13600,"HashAggregate Seq Scan"
       280,              1,          14,         7,       temp,    13600,"HashAggregate Seq Scan"
       281,              1,          14,         5,       temp,    13600,"HashAggregate Seq Scan"
       282,              1,          16,         5,       temp,    13600,"HashAggregate Seq Scan"
       283,              1,          15,         5,       temp,    13600,"HashAggregate Seq Scan"
       284,              1,          15,         4,       temp,    13600,"HashAggregate Seq Scan"
       285,              1,           6,         4,       temp,    13600,"HashAggregate Seq Scan"
       286,              0,           6,         5,       temp,    13600,"HashAggregate Seq Scan"
       287,              0,           6,         5,       temp,    13600,"HashAggregate Seq Scan"
       288,              1,           7,         5,       temp,    13600,"HashAggregate Seq Scan"
       289,              0,           9,         5,       temp,    13600,"HashAggregate Seq Scan"
       290,              0,           7,         5,       temp,    13600,"HashAggregate Seq Scan"
       291,              0,           7,         5,       temp,    13600,"HashAggregate Seq Scan"
       292,              1,           6,         5,       temp,    13600,"HashAggregate Seq Scan"
       293,              1,           7,         4,       temp,    13600,"HashAggregate Seq Scan"
       294,              1,           7,         5,       temp,    13600,"HashAggregate Seq Scan"
       295,              1,           8,         5,       temp,    13600,"HashAggregate Seq Scan"
       296,              1,           7,         5,       temp,    13600,"HashAggregate Seq Scan"
       297,              1,           7,         5,       temp,    13600,"HashAggregate Seq Scan"
       298,              1,           8,         5,       temp,    13600,"HashAggregate Seq Scan"
       299,              1,           6,         5,       temp,    13600,"HashAggregate Seq Scan"
       300,              0,           6,         6,       temp,    13600,"HashAggregate Seq Scan"
       301,              1,           9,         6,    regular,    17200,"HashAggregate Seq Scan"
       302,              0,           8,         6,    regular,    17200,"HashAggregate Seq Scan"
       303,              1,           9,         6,    regular,    17200,"HashAggregate Seq Scan"
       304,              1,           8,         5,    regular,    17200,"HashAggregate Seq Scan"
       305,              1,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       306,              1,           8,         5,    regular,    17200,"HashAggregate Seq Scan"
       307,              1,           9,         6,    regular,    17200,"HashAggregate Seq Scan"
       308,              1,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       309,              1,          17,         6,    regular,    17200,"HashAggregate Seq Scan"
       310,              1,          18,         5,    regular,    17200,"HashAggregate Seq Scan"
       311,              1,          19,        14,    regular,    17200,"HashAggregate Seq Scan"
       312,              2,          17,         6,    regular,    17200,"HashAggregate Seq Scan"
       313,              1,           9,         6,    regular,    17200,"HashAggregate Seq Scan"
       314,              1,           9,         6,    regular,    17200,"HashAggregate Seq Scan"
       315,              1,           9,         6,    regular,    17200,"HashAggregate Seq Scan"
       316,              1,           9,         6,    regular,    17200,"HashAggregate Seq Scan"
       317,              1,           8,         6,    regular,    17200,"HashAggregate Seq Scan"
       318,              0,          18,         6,    regular,    17200,"HashAggregate Seq Scan"
       319,              1,          17,         5,    regular,    17200,"HashAggregate Seq Scan"
       320,              1,          12,         6,    regular,    17200,"HashAggregate Seq Scan"
       321,              1,          12,         6,    regular,    17200,"HashAggregate Seq Scan"
       322,              1,          12,         5,    regular,    17200,"HashAggregate Seq Scan"
       323,              1,          12,         5,    regular,    17200,"HashAggregate Seq Scan"
       324,              1,          12,         5,    regular,    17200,"HashAggregate Seq Scan"
       325,              2,          18,         5,    regular,    17200,"HashAggregate Seq Scan"
       326,              1,          12,         5,    regular,    17200,"HashAggregate Seq Scan"
       327,              2,          12,         6,    regular,    17200,"HashAggregate Seq Scan"
       328,              1,           9,         7,    regular,    17200,"HashAggregate Seq Scan"
       329,              1,           9,         6,    regular,    17200,"HashAggregate Seq Scan"
       330,              1,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       331,              1,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       332,              1,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       333,              1,          10,         5,    regular,    17200,"HashAggregate Seq Scan"
       334,              1,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       335,              2,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       336,              2,           8,         6,    regular,    17200,"HashAggregate Seq Scan"
       337,              1,           9,         7,    regular,    17200,"HashAggregate Seq Scan"
       338,              1,           9,         7,    regular,    17200,"HashAggregate Seq Scan"
       339,              1,          11,         5,    regular,    17200,"HashAggregate Seq Scan"
       340,              1,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       341,              1,          11,         5,    regular,    17200,"HashAggregate Seq Scan"
       342,              1,          11,         5,    regular,    17200,"HashAggregate Seq Scan"
       343,              2,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       344,              1,           8,         6,    regular,    17200,"HashAggregate Seq Scan"
       345,              1,           8,         7,    regular,    17200,"HashAggregate Seq Scan"
       346,              1,           9,         6,    regular,    17200,"HashAggregate Seq Scan"
       347,              1,           9,         8,    regular,    17200,"HashAggregate Seq Scan"
