Iteration,SelectTime,Parallelism,BatchSize,ExecutionPlan
     1259,       13,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1260,       10,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1261,       11,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1262,       12,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1263,       11,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1264,       13,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1265,       10,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1266,       12,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1267,       12,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1268,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1269,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1270,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1271,       11,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1272,       11,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1273,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1274,       10,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1275,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1276,       15,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1277,       11,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1278,       10,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1279,       10,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1280,       11,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1281,       12,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1282,       10,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1283,       12,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1284,       12,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1285,       10,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1286,       10,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1287,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1288,       11,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1289,       16,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1290,       12,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1291,       10,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1292,       12,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1293,       11,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1294,       11,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1295,       12,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1296,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1297,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1298,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1299,       17,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1300,       14,     forced,    53200,"Parallel HashAggregate Seq Scan"
     1301,       13,    default,    56800,"HashAggregate Seq Scan"
     1302,       13,    default,    56800,"HashAggregate Seq Scan"
     1303,       13,    default,    56800,"HashAggregate Seq Scan"
     1304,       13,    default,    56800,"HashAggregate Seq Scan"
     1305,       13,    default,    56800,"HashAggregate Seq Scan"
     1306,       13,    default,    56800,"HashAggregate Seq Scan"
     1307,       13,    default,    56800,"HashAggregate Seq Scan"
     1308,       13,    default,    56800,"HashAggregate Seq Scan"
     1309,       21,    default,    56800,"HashAggregate Seq Scan"
     1310,       13,    default,    56800,"HashAggregate Seq Scan"
     1311,       13,    default,    56800,"HashAggregate Seq Scan"
     1312,       13,    default,    56800,"HashAggregate Seq Scan"
     1313,       29,    default,    56800,"HashAggregate Seq Scan"
     1314,       13,    default,    56800,"HashAggregate Seq Scan"
     1315,       13,    default,    56800,"HashAggregate Seq Scan"
     1316,       13,    default,    56800,"HashAggregate Seq Scan"
     1317,       26,    default,    56800,"HashAggregate Seq Scan"
     1318,       13,    default,    56800,"HashAggregate Seq Scan"
     1319,       13,    default,    56800,"HashAggregate Seq Scan"
     1320,       13,    default,    56800,"HashAggregate Seq Scan"
     1321,       13,    default,    56800,"HashAggregate Seq Scan"
     1322,       13,    default,    56800,"HashAggregate Seq Scan"
     1323,       13,    default,    56800,"HashAggregate Seq Scan"
     1324,       13,    default,    56800,"HashAggregate Seq Scan"
     1325,       13,    default,    56800,"HashAggregate Seq Scan"
     1326,       13,    default,    56800,"HashAggregate Seq Scan"
     1327,       13,    default,    56800,"HashAggregate Seq Scan"
     1328,       30,    default,    56800,"HashAggregate Seq Scan"
     1329,       13,    default,    56800,"HashAggregate Seq Scan"
     1330,       35,    default,    56800,"HashAggregate Seq Scan"
     1331,       14,    default,    56800,"HashAggregate Seq Scan"
     1332,       13,    default,    56800,"HashAggregate Seq Scan"
     1333,       13,    default,    56800,"HashAggregate Seq Scan"
     1334,       13,    default,    56800,"HashAggregate Seq Scan"
     1335,       13,    default,    56800,"HashAggregate Seq Scan"
     1336,       13,    default,    56800,"HashAggregate Seq Scan"
     1337,       23,    default,    56800,"HashAggregate Seq Scan"
     1338,       13,    default,    56800,"HashAggregate Seq Scan"
     1339,       13,    default,    56800,"HashAggregate Seq Scan"
     1340,       13,    default,    56800,"HashAggregate Seq Scan"
     1341,       13,    default,    56800,"HashAggregate Seq Scan"
     1342,       13,    default,    56800,"HashAggregate Seq Scan"
     1343,       14,    default,    56800,"HashAggregate Seq Scan"
     1344,       16,    default,    56800,"HashAggregate Seq Scan"
     1345,       13,    default,    56800,"HashAggregate Seq Scan"
     1346,       13,    default,    56800,"HashAggregate Seq Scan"
     1347,       13,    default,    56800,"HashAggregate Seq Scan"
     1348,       14,    default,    56800,"HashAggregate Seq Scan"
     1349,       13,    default,    56800,"HashAggregate Seq Scan"
     1350,       15,    default,    56800,"HashAggregate Seq Scan"
     1351,       13,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1352,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1353,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1354,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1355,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1356,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1357,       17,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1358,       15,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1359,       12,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1360,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1361,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1362,       15,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1363,       17,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1364,       16,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1365,       15,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1366,       20,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1367,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1368,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1369,       21,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1370,       25,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1371,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1372,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1373,       13,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1374,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1375,       17,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1376,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1377,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1378,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1379,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1380,       15,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1381,       16,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1382,       10,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1383,       10,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1384,       16,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1385,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1386,       13,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1387,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1388,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1389,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1390,       13,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1391,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1392,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1393,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1394,       13,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1395,       17,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1396,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1397,       12,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1398,       14,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1399,       11,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1400,       15,     forced,    56800,"Parallel HashAggregate Seq Scan"
     1401,       15,    default,    60400,"HashAggregate Seq Scan"
     1402,       13,    default,    60400,"HashAggregate Seq Scan"
     1403,       14,    default,    60400,"HashAggregate Seq Scan"
     1404,       13,    default,    60400,"HashAggregate Seq Scan"
     1405,       14,    default,    60400,"HashAggregate Seq Scan"
     1406,       14,    default,    60400,"HashAggregate Seq Scan"
     1407,       14,    default,    60400,"HashAggregate Seq Scan"
     1408,       14,    default,    60400,"HashAggregate Seq Scan"
     1409,       15,    default,    60400,"HashAggregate Seq Scan"
     1410,       14,    default,    60400,"HashAggregate Seq Scan"
     1411,       14,    default,    60400,"HashAggregate Seq Scan"
     1412,       14,    default,    60400,"HashAggregate Seq Scan"
     1413,       15,    default,    60400,"HashAggregate Seq Scan"
     1414,       14,    default,    60400,"HashAggregate Seq Scan"
     1415,       14,    default,    60400,"HashAggregate Seq Scan"
     1416,       17,    default,    60400,"HashAggregate Seq Scan"
     1417,       13,    default,    60400,"HashAggregate Seq Scan"
     1418,       14,    default,    60400,"HashAggregate Seq Scan"
     1419,       14,    default,    60400,"HashAggregate Seq Scan"
     1420,       14,    default,    60400,"HashAggregate Seq Scan"
     1421,       15,    default,    60400,"HashAggregate Seq Scan"
     1422,       14,    default,    60400,"HashAggregate Seq Scan"
     1423,       14,    default,    60400,"HashAggregate Seq Scan"
     1424,       14,    default,    60400,"HashAggregate Seq Scan"
     1425,       14,    default,    60400,"HashAggregate Seq Scan"
     1426,       14,    default,    60400,"HashAggregate Seq Scan"
     1427,       14,    default,    60400,"HashAggregate Seq Scan"
     1428,       14,    default,    60400,"HashAggregate Seq Scan"
     1429,       14,    default,    60400,"HashAggregate Seq Scan"
     1430,       14,    default,    60400,"HashAggregate Seq Scan"
     1431,       14,    default,    60400,"HashAggregate Seq Scan"
     1432,       14,    default,    60400,"HashAggregate Seq Scan"
     1433,       14,    default,    60400,"HashAggregate Seq Scan"
     1434,       14,    default,    60400,"HashAggregate Seq Scan"
     1435,       17,    default,    60400,"HashAggregate Seq Scan"
     1436,       14,    default,    60400,"HashAggregate Seq Scan"
     1437,       14,    default,    60400,"HashAggregate Seq Scan"
     1438,       15,    default,    60400,"HashAggregate Seq Scan"
     1439,       14,    default,    60400,"HashAggregate Seq Scan"
     1440,       37,    default,    60400,"HashAggregate Seq Scan"
     1441,       14,    default,    60400,"HashAggregate Seq Scan"
     1442,       17,    default,    60400,"HashAggregate Seq Scan"
     1443,       15,    default,    60400,"HashAggregate Seq Scan"
     1444,       14,    default,    60400,"HashAggregate Seq Scan"
     1445,       13,    default,    60400,"HashAggregate Seq Scan"
     1446,       14,    default,    60400,"HashAggregate Seq Scan"
     1447,       14,    default,    60400,"HashAggregate Seq Scan"
     1448,       14,    default,    60400,"HashAggregate Seq Scan"
     1449,       14,    default,    60400,"HashAggregate Seq Scan"
     1450,       14,    default,    60400,"HashAggregate Seq Scan"
     1451,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1452,       12,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1453,       13,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1454,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1455,       22,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1456,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1457,       19,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1458,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1459,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1460,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1461,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1462,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1463,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1464,       13,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1465,       13,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1466,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1467,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1468,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1469,       13,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1470,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1471,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1472,       12,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1473,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1474,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1475,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1476,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1477,       24,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1478,       17,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1479,       17,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1480,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1481,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1482,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1483,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1484,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1485,       15,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1486,       16,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1487,       10,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1488,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1489,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1490,       12,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1491,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1492,       12,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1493,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1494,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1495,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1496,       17,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1497,       14,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1498,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1499,       13,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1500,       11,     forced,    60400,"Parallel HashAggregate Seq Scan"
     1501,       15,    default,    64000,"HashAggregate Seq Scan"
     1502,       15,    default,    64000,"HashAggregate Seq Scan"
     1503,       22,    default,    64000,"HashAggregate Seq Scan"
     1504,       15,    default,    64000,"HashAggregate Seq Scan"
     1505,       14,    default,    64000,"HashAggregate Seq Scan"
     1506,       15,    default,    64000,"HashAggregate Seq Scan"
     1507,       28,    default,    64000,"HashAggregate Seq Scan"
     1508,       39,    default,    64000,"HashAggregate Seq Scan"
     1509,       30,    default,    64000,"HashAggregate Seq Scan"
     1510,       15,    default,    64000,"HashAggregate Seq Scan"
     1511,       15,    default,    64000,"HashAggregate Seq Scan"
     1512,       18,    default,    64000,"HashAggregate Seq Scan"
     1513,       15,    default,    64000,"HashAggregate Seq Scan"
     1514,       35,    default,    64000,"HashAggregate Seq Scan"
     1515,       14,    default,    64000,"HashAggregate Seq Scan"
     1516,       15,    default,    64000,"HashAggregate Seq Scan"
     1517,       15,    default,    64000,"HashAggregate Seq Scan"
     1518,       15,    default,    64000,"HashAggregate Seq Scan"
     1519,       15,    default,    64000,"HashAggregate Seq Scan"
     1520,       15,    default,    64000,"HashAggregate Seq Scan"
     1521,       15,    default,    64000,"HashAggregate Seq Scan"
     1522,       15,    default,    64000,"HashAggregate Seq Scan"
     1523,       15,    default,    64000,"HashAggregate Seq Scan"
     1524,       15,    default,    64000,"HashAggregate Seq Scan"
     1525,       14,    default,    64000,"HashAggregate Seq Scan"
     1526,       14,    default,    64000,"HashAggregate Seq Scan"
     1527,       15,    default,    64000,"HashAggregate Seq Scan"
     1528,       14,    default,    64000,"HashAggregate Seq Scan"
     1529,       14,    default,    64000,"HashAggregate Seq Scan"
     1530,       14,    default,    64000,"HashAggregate Seq Scan"
     1531,       14,    default,    64000,"HashAggregate Seq Scan"
     1532,       16,    default,    64000,"HashAggregate Seq Scan"
     1533,       14,    default,    64000,"HashAggregate Seq Scan"
     1534,       15,    default,    64000,"HashAggregate Seq Scan"
     1535,       15,    default,    64000,"HashAggregate Seq Scan"
     1536,       15,    default,    64000,"HashAggregate Seq Scan"
     1537,       15,    default,    64000,"HashAggregate Seq Scan"
     1538,       16,    default,    64000,"HashAggregate Seq Scan"
     1539,       15,    default,    64000,"HashAggregate Seq Scan"
     1540,       37,    default,    64000,"HashAggregate Seq Scan"
     1541,       15,    default,    64000,"HashAggregate Seq Scan"
     1542,       15,    default,    64000,"HashAggregate Seq Scan"
     1543,       15,    default,    64000,"HashAggregate Seq Scan"
     1544,       15,    default,    64000,"HashAggregate Seq Scan"
     1545,       45,    default,    64000,"HashAggregate Seq Scan"
     1546,       15,    default,    64000,"HashAggregate Seq Scan"
     1547,       14,    default,    64000,"HashAggregate Seq Scan"
     1548,       15,    default,    64000,"HashAggregate Seq Scan"
     1549,       14,    default,    64000,"HashAggregate Seq Scan"
     1550,       14,    default,    64000,"HashAggregate Seq Scan"
     1551,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1552,       18,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1553,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1554,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1555,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1556,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1557,       14,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1558,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1559,       12,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1560,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1561,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1562,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1563,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1564,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1565,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1566,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1567,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1568,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1569,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1570,       21,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1571,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1572,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1573,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1574,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1575,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1576,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1577,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1578,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1579,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1580,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1581,       12,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1582,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1583,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1584,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1585,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1586,       12,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1587,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1588,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1589,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1590,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1591,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1592,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1593,       18,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1594,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1595,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1596,       15,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1597,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1598,       17,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1599,       16,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1600,       20,     forced,    64000,"Parallel HashAggregate Seq Scan"
     1601,       15,    default,    67600,"HashAggregate Seq Scan"
     1602,       16,    default,    67600,"HashAggregate Seq Scan"
     1603,       15,    default,    67600,"HashAggregate Seq Scan"
     1604,       15,    default,    67600,"HashAggregate Seq Scan"
     1605,       15,    default,    67600,"HashAggregate Seq Scan"
     1606,       15,    default,    67600,"HashAggregate Seq Scan"
     1607,       17,    default,    67600,"HashAggregate Seq Scan"
     1608,       15,    default,    67600,"HashAggregate Seq Scan"
     1609,       15,    default,    67600,"HashAggregate Seq Scan"
     1610,       15,    default,    67600,"HashAggregate Seq Scan"
     1611,       31,    default,    67600,"HashAggregate Seq Scan"
     1612,       25,    default,    67600,"HashAggregate Seq Scan"
     1613,       15,    default,    67600,"HashAggregate Seq Scan"
     1614,       15,    default,    67600,"HashAggregate Seq Scan"
     1615,       21,    default,    67600,"HashAggregate Seq Scan"
     1616,       15,    default,    67600,"HashAggregate Seq Scan"
     1617,       15,    default,    67600,"HashAggregate Seq Scan"
     1618,       15,    default,    67600,"HashAggregate Seq Scan"
     1619,       16,    default,    67600,"HashAggregate Seq Scan"
     1620,       15,    default,    67600,"HashAggregate Seq Scan"
     1621,       15,    default,    67600,"HashAggregate Seq Scan"
     1622,       15,    default,    67600,"HashAggregate Seq Scan"
     1623,       16,    default,    67600,"HashAggregate Seq Scan"
     1624,       15,    default,    67600,"HashAggregate Seq Scan"
     1625,       16,    default,    67600,"HashAggregate Seq Scan"
     1626,       15,    default,    67600,"HashAggregate Seq Scan"
     1627,       15,    default,    67600,"HashAggregate Seq Scan"
     1628,       15,    default,    67600,"HashAggregate Seq Scan"
     1629,       15,    default,    67600,"HashAggregate Seq Scan"
     1630,       16,    default,    67600,"HashAggregate Seq Scan"
     1631,       15,    default,    67600,"HashAggregate Seq Scan"
     1632,       15,    default,    67600,"HashAggregate Seq Scan"
     1633,       15,    default,    67600,"HashAggregate Seq Scan"
     1634,       15,    default,    67600,"HashAggregate Seq Scan"
     1635,       16,    default,    67600,"HashAggregate Seq Scan"
     1636,       15,    default,    67600,"HashAggregate Seq Scan"
     1637,       16,    default,    67600,"HashAggregate Seq Scan"
     1638,       15,    default,    67600,"HashAggregate Seq Scan"
     1639,       15,    default,    67600,"HashAggregate Seq Scan"
     1640,       16,    default,    67600,"HashAggregate Seq Scan"
     1641,       20,    default,    67600,"HashAggregate Seq Scan"
     1642,       15,    default,    67600,"HashAggregate Seq Scan"
     1643,       16,    default,    67600,"HashAggregate Seq Scan"
     1644,       15,    default,    67600,"HashAggregate Seq Scan"
     1645,       15,    default,    67600,"HashAggregate Seq Scan"
     1646,       15,    default,    67600,"HashAggregate Seq Scan"
     1647,       15,    default,    67600,"HashAggregate Seq Scan"
     1648,       15,    default,    67600,"HashAggregate Seq Scan"
     1649,       15,    default,    67600,"HashAggregate Seq Scan"
     1650,       15,    default,    67600,"HashAggregate Seq Scan"
     1651,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1652,       12,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1653,       12,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1654,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1655,       14,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1656,       15,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1657,       13,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1658,       26,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1659,       18,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1660,       17,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1661,       13,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1662,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1663,       15,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1664,       13,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1665,       22,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1666,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1667,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1668,       18,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1669,       17,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1670,       14,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1671,       17,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1672,       19,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1673,       15,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1674,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1675,       12,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1676,       15,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1677,       15,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1678,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1679,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1680,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1681,       22,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1682,       19,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1683,       19,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1684,       21,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1685,       12,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1686,       11,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1687,       22,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1688,       15,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1689,       15,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1690,       15,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1691,       18,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1692,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1693,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1694,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1695,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1696,       13,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1697,       12,     forced,    67600,"Parallel HashAggregate Seq Scan"
     1698,       16,     forced,    67600,"Parallel HashAggregate Seq Scan"
