Iteration,SelectTime,Parallelism,BatchSize,ExecutionPlan
        1,       20,    default,    10000,"HashAggregate Seq Scan"
        2,        9,    default,    10000,"HashAggregate Seq Scan"
        3,       12,    default,    10000,"HashAggregate Seq Scan"
        4,       10,    default,    10000,"HashAggregate Seq Scan"
        5,       11,    default,    10000,"HashAggregate Seq Scan"
        6,       10,    default,    10000,"HashAggregate Seq Scan"
        7,        7,    default,    10000,"HashAggregate Seq Scan"
        8,        7,    default,    10000,"HashAggregate Seq Scan"
        9,        8,    default,    10000,"HashAggregate Seq Scan"
       10,        9,    default,    10000,"HashAggregate Seq Scan"
       11,        6,    default,    10000,"HashAggregate Seq Scan"
       12,        6,    default,    10000,"HashAggregate Seq Scan"
       13,        6,    default,    10000,"HashAggregate Seq Scan"
       14,        7,    default,    10000,"HashAggregate Seq Scan"
       15,        7,    default,    10000,"HashAggregate Seq Scan"
       16,       11,    default,    10000,"HashAggregate Seq Scan"
       17,       13,    default,    10000,"HashAggregate Seq Scan"
       18,       11,    default,    10000,"HashAggregate Seq Scan"
       19,        9,    default,    10000,"HashAggregate Seq Scan"
       20,       11,    default,    10000,"HashAggregate Seq Scan"
       21,       10,    default,    10000,"HashAggregate Seq Scan"
       22,       10,    default,    10000,"HashAggregate Seq Scan"
       23,        8,    default,    10000,"HashAggregate Seq Scan"
       24,        7,    default,    10000,"HashAggregate Seq Scan"
       25,        7,    default,    10000,"HashAggregate Seq Scan"
       26,        8,    default,    10000,"HashAggregate Seq Scan"
       27,       12,    default,    10000,"HashAggregate Seq Scan"
       28,        7,    default,    10000,"HashAggregate Seq Scan"
       29,        9,    default,    10000,"HashAggregate Seq Scan"
       30,       11,    default,    10000,"HashAggregate Seq Scan"
       31,       12,    default,    10000,"HashAggregate Seq Scan"
       32,       12,    default,    10000,"HashAggregate Seq Scan"
       33,       10,    default,    10000,"HashAggregate Seq Scan"
       34,        7,    default,    10000,"HashAggregate Seq Scan"
       35,        5,    default,    10000,"HashAggregate Seq Scan"
       36,        4,    default,    10000,"HashAggregate Seq Scan"
       37,        5,    default,    10000,"HashAggregate Seq Scan"
       38,        4,    default,    10000,"HashAggregate Seq Scan"
       39,        6,    default,    10000,"HashAggregate Seq Scan"
       40,        4,    default,    10000,"HashAggregate Seq Scan"
       41,        5,    default,    10000,"HashAggregate Seq Scan"
       42,        5,    default,    10000,"HashAggregate Seq Scan"
       43,        4,    default,    10000,"HashAggregate Seq Scan"
       44,        4,    default,    10000,"HashAggregate Seq Scan"
       45,        4,    default,    10000,"HashAggregate Seq Scan"
       46,        5,    default,    10000,"HashAggregate Seq Scan"
       47,        5,    default,    10000,"HashAggregate Seq Scan"
       48,        5,    default,    10000,"HashAggregate Seq Scan"
       49,        4,    default,    10000,"HashAggregate Seq Scan"
       50,        5,    default,    10000,"HashAggregate Seq Scan"
       51,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       52,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       53,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       54,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       55,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       56,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       57,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       58,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       59,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       60,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       61,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       62,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       63,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       64,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       65,        6,     forced,    10000,"Parallel HashAggregate Seq Scan"
       66,        6,     forced,    10000,"Parallel HashAggregate Seq Scan"
       67,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       68,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       69,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       70,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       71,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       72,        9,     forced,    10000,"Parallel HashAggregate Seq Scan"
       73,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       74,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       75,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       76,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       77,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       78,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       79,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       80,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       81,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       82,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       83,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       84,        6,     forced,    10000,"Parallel HashAggregate Seq Scan"
       85,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       86,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       87,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       88,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       89,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       90,        9,     forced,    10000,"Parallel HashAggregate Seq Scan"
       91,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       92,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       93,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       94,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
       95,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       96,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       97,        6,     forced,    10000,"Parallel HashAggregate Seq Scan"
       98,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
       99,        7,     forced,    10000,"Parallel HashAggregate Seq Scan"
      100,        8,     forced,    10000,"Parallel HashAggregate Seq Scan"
      101,        4,    default,    13600,"HashAggregate Seq Scan"
      102,        5,    default,    13600,"HashAggregate Seq Scan"
      103,        5,    default,    13600,"HashAggregate Seq Scan"
      104,        5,    default,    13600,"HashAggregate Seq Scan"
      105,        6,    default,    13600,"HashAggregate Seq Scan"
      106,        4,    default,    13600,"HashAggregate Seq Scan"
      107,        4,    default,    13600,"HashAggregate Seq Scan"
      108,        4,    default,    13600,"HashAggregate Seq Scan"
      109,        5,    default,    13600,"HashAggregate Seq Scan"
      110,        5,    default,    13600,"HashAggregate Seq Scan"
      111,        5,    default,    13600,"HashAggregate Seq Scan"
      112,        5,    default,    13600,"HashAggregate Seq Scan"
      113,        4,    default,    13600,"HashAggregate Seq Scan"
      114,        4,    default,    13600,"HashAggregate Seq Scan"
      115,        4,    default,    13600,"HashAggregate Seq Scan"
      116,        5,    default,    13600,"HashAggregate Seq Scan"
      117,        5,    default,    13600,"HashAggregate Seq Scan"
      118,        4,    default,    13600,"HashAggregate Seq Scan"
      119,        5,    default,    13600,"HashAggregate Seq Scan"
      120,        5,    default,    13600,"HashAggregate Seq Scan"
      121,        5,    default,    13600,"HashAggregate Seq Scan"
      122,        5,    default,    13600,"HashAggregate Seq Scan"
      123,        4,    default,    13600,"HashAggregate Seq Scan"
      124,        5,    default,    13600,"HashAggregate Seq Scan"
      125,        5,    default,    13600,"HashAggregate Seq Scan"
      126,        8,    default,    13600,"HashAggregate Seq Scan"
      127,        5,    default,    13600,"HashAggregate Seq Scan"
      128,        5,    default,    13600,"HashAggregate Seq Scan"
      129,        4,    default,    13600,"HashAggregate Seq Scan"
      130,        4,    default,    13600,"HashAggregate Seq Scan"
      131,        6,    default,    13600,"HashAggregate Seq Scan"
      132,        4,    default,    13600,"HashAggregate Seq Scan"
      133,        5,    default,    13600,"HashAggregate Seq Scan"
      134,        5,    default,    13600,"HashAggregate Seq Scan"
      135,        4,    default,    13600,"HashAggregate Seq Scan"
      136,        4,    default,    13600,"HashAggregate Seq Scan"
      137,        4,    default,    13600,"HashAggregate Seq Scan"
      138,        5,    default,    13600,"HashAggregate Seq Scan"
      139,        4,    default,    13600,"HashAggregate Seq Scan"
      140,        5,    default,    13600,"HashAggregate Seq Scan"
      141,        5,    default,    13600,"HashAggregate Seq Scan"
      142,        4,    default,    13600,"HashAggregate Seq Scan"
      143,        4,    default,    13600,"HashAggregate Seq Scan"
      144,       12,    default,    13600,"HashAggregate Seq Scan"
      145,        4,    default,    13600,"HashAggregate Seq Scan"
      146,        4,    default,    13600,"HashAggregate Seq Scan"
      147,        5,    default,    13600,"HashAggregate Seq Scan"
      148,        5,    default,    13600,"HashAggregate Seq Scan"
      149,        6,    default,    13600,"HashAggregate Seq Scan"
      150,        5,    default,    13600,"HashAggregate Seq Scan"
      151,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      152,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      153,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      154,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      155,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      156,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      157,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      158,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      159,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      160,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      161,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      162,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      163,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      164,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      165,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      166,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      167,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      168,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      169,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      170,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      171,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      172,       11,     forced,    13600,"Parallel HashAggregate Seq Scan"
      173,       10,     forced,    13600,"Parallel HashAggregate Seq Scan"
      174,       10,     forced,    13600,"Parallel HashAggregate Seq Scan"
      175,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      176,       13,     forced,    13600,"Parallel HashAggregate Seq Scan"
      177,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      178,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      179,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      180,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      181,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      182,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      183,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      184,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      185,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      186,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      187,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      188,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      189,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      190,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      191,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      192,        6,     forced,    13600,"Parallel HashAggregate Seq Scan"
      193,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      194,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      195,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      196,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      197,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      198,       10,     forced,    13600,"Parallel HashAggregate Seq Scan"
      199,        8,     forced,    13600,"Parallel HashAggregate Seq Scan"
      200,        7,     forced,    13600,"Parallel HashAggregate Seq Scan"
      201,        7,    default,    17200,"HashAggregate Seq Scan"
      202,        5,    default,    17200,"HashAggregate Seq Scan"
      203,        5,    default,    17200,"HashAggregate Seq Scan"
      204,        5,    default,    17200,"HashAggregate Seq Scan"
      205,        5,    default,    17200,"HashAggregate Seq Scan"
      206,        5,    default,    17200,"HashAggregate Seq Scan"
      207,        5,    default,    17200,"HashAggregate Seq Scan"
      208,        6,    default,    17200,"HashAggregate Seq Scan"
      209,        5,    default,    17200,"HashAggregate Seq Scan"
      210,        6,    default,    17200,"HashAggregate Seq Scan"
      211,        5,    default,    17200,"HashAggregate Seq Scan"
      212,        5,    default,    17200,"HashAggregate Seq Scan"
      213,        5,    default,    17200,"HashAggregate Seq Scan"
      214,        5,    default,    17200,"HashAggregate Seq Scan"
      215,        5,    default,    17200,"HashAggregate Seq Scan"
      216,        6,    default,    17200,"HashAggregate Seq Scan"
      217,        5,    default,    17200,"HashAggregate Seq Scan"
      218,        6,    default,    17200,"HashAggregate Seq Scan"
      219,        6,    default,    17200,"HashAggregate Seq Scan"
      220,        6,    default,    17200,"HashAggregate Seq Scan"
      221,        5,    default,    17200,"HashAggregate Seq Scan"
      222,        6,    default,    17200,"HashAggregate Seq Scan"
      223,        5,    default,    17200,"HashAggregate Seq Scan"
      224,        5,    default,    17200,"HashAggregate Seq Scan"
      225,        5,    default,    17200,"HashAggregate Seq Scan"
      226,        5,    default,    17200,"HashAggregate Seq Scan"
      227,        5,    default,    17200,"HashAggregate Seq Scan"
      228,        5,    default,    17200,"HashAggregate Seq Scan"
      229,        5,    default,    17200,"HashAggregate Seq Scan"
      230,        5,    default,    17200,"HashAggregate Seq Scan"
      231,        5,    default,    17200,"HashAggregate Seq Scan"
      232,        5,    default,    17200,"HashAggregate Seq Scan"
      233,        5,    default,    17200,"HashAggregate Seq Scan"
      234,        5,    default,    17200,"HashAggregate Seq Scan"
      235,        6,    default,    17200,"HashAggregate Seq Scan"
      236,        6,    default,    17200,"HashAggregate Seq Scan"
      237,        7,    default,    17200,"HashAggregate Seq Scan"
      238,        8,    default,    17200,"HashAggregate Seq Scan"
      239,        6,    default,    17200,"HashAggregate Seq Scan"
      240,        5,    default,    17200,"HashAggregate Seq Scan"
      241,        5,    default,    17200,"HashAggregate Seq Scan"
      242,        6,    default,    17200,"HashAggregate Seq Scan"
      243,        6,    default,    17200,"HashAggregate Seq Scan"
      244,        5,    default,    17200,"HashAggregate Seq Scan"
      245,        5,    default,    17200,"HashAggregate Seq Scan"
      246,        5,    default,    17200,"HashAggregate Seq Scan"
      247,        5,    default,    17200,"HashAggregate Seq Scan"
      248,        5,    default,    17200,"HashAggregate Seq Scan"
      249,        5,    default,    17200,"HashAggregate Seq Scan"
      250,        6,    default,    17200,"HashAggregate Seq Scan"
      251,       11,     forced,    17200,"Parallel HashAggregate Seq Scan"
      252,       12,     forced,    17200,"Parallel HashAggregate Seq Scan"
      253,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      254,       10,     forced,    17200,"Parallel HashAggregate Seq Scan"
      255,       11,     forced,    17200,"Parallel HashAggregate Seq Scan"
      256,       11,     forced,    17200,"Parallel HashAggregate Seq Scan"
      257,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      258,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      259,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      260,       12,     forced,    17200,"Parallel HashAggregate Seq Scan"
      261,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      262,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      263,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      264,       12,     forced,    17200,"Parallel HashAggregate Seq Scan"
      265,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      266,       12,     forced,    17200,"Parallel HashAggregate Seq Scan"
      267,       11,     forced,    17200,"Parallel HashAggregate Seq Scan"
      268,        6,     forced,    17200,"Parallel HashAggregate Seq Scan"
      269,       11,     forced,    17200,"Parallel HashAggregate Seq Scan"
      270,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      271,       11,     forced,    17200,"Parallel HashAggregate Seq Scan"
      272,       11,     forced,    17200,"Parallel HashAggregate Seq Scan"
      273,       11,     forced,    17200,"Parallel HashAggregate Seq Scan"
      274,       10,     forced,    17200,"Parallel HashAggregate Seq Scan"
      275,       10,     forced,    17200,"Parallel HashAggregate Seq Scan"
      276,       10,     forced,    17200,"Parallel HashAggregate Seq Scan"
      277,        6,     forced,    17200,"Parallel HashAggregate Seq Scan"
      278,       11,     forced,    17200,"Parallel HashAggregate Seq Scan"
      279,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      280,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      281,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      282,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      283,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      284,        9,     forced,    17200,"Parallel HashAggregate Seq Scan"
      285,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      286,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      287,        6,     forced,    17200,"Parallel HashAggregate Seq Scan"
      288,        9,     forced,    17200,"Parallel HashAggregate Seq Scan"
      289,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      290,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      291,        6,     forced,    17200,"Parallel HashAggregate Seq Scan"
      292,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      293,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      294,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      295,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      296,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      297,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      298,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      299,        8,     forced,    17200,"Parallel HashAggregate Seq Scan"
      300,        7,     forced,    17200,"Parallel HashAggregate Seq Scan"
      301,        6,    default,    20800,"HashAggregate Seq Scan"
      302,        7,    default,    20800,"HashAggregate Seq Scan"
      303,        6,    default,    20800,"HashAggregate Seq Scan"
      304,        6,    default,    20800,"HashAggregate Seq Scan"
      305,        7,    default,    20800,"HashAggregate Seq Scan"
      306,        6,    default,    20800,"HashAggregate Seq Scan"
      307,        6,    default,    20800,"HashAggregate Seq Scan"
      308,        6,    default,    20800,"HashAggregate Seq Scan"
      309,        6,    default,    20800,"HashAggregate Seq Scan"
      310,        7,    default,    20800,"HashAggregate Seq Scan"
      311,        7,    default,    20800,"HashAggregate Seq Scan"
      312,        6,    default,    20800,"HashAggregate Seq Scan"
      313,        6,    default,    20800,"HashAggregate Seq Scan"
      314,        6,    default,    20800,"HashAggregate Seq Scan"
      315,        7,    default,    20800,"HashAggregate Seq Scan"
      316,        7,    default,    20800,"HashAggregate Seq Scan"
      317,        6,    default,    20800,"HashAggregate Seq Scan"
      318,        6,    default,    20800,"HashAggregate Seq Scan"
      319,        6,    default,    20800,"HashAggregate Seq Scan"
      320,        6,    default,    20800,"HashAggregate Seq Scan"
      321,        6,    default,    20800,"HashAggregate Seq Scan"
      322,        6,    default,    20800,"HashAggregate Seq Scan"
      323,        7,    default,    20800,"HashAggregate Seq Scan"
      324,        6,    default,    20800,"HashAggregate Seq Scan"
      325,        6,    default,    20800,"HashAggregate Seq Scan"
      326,        7,    default,    20800,"HashAggregate Seq Scan"
      327,        6,    default,    20800,"HashAggregate Seq Scan"
      328,        7,    default,    20800,"HashAggregate Seq Scan"
      329,        7,    default,    20800,"HashAggregate Seq Scan"
      330,       10,    default,    20800,"HashAggregate Seq Scan"
      331,        6,    default,    20800,"HashAggregate Seq Scan"
      332,        6,    default,    20800,"HashAggregate Seq Scan"
      333,        6,    default,    20800,"HashAggregate Seq Scan"
      334,        6,    default,    20800,"HashAggregate Seq Scan"
      335,        6,    default,    20800,"HashAggregate Seq Scan"
      336,        6,    default,    20800,"HashAggregate Seq Scan"
      337,        6,    default,    20800,"HashAggregate Seq Scan"
      338,        6,    default,    20800,"HashAggregate Seq Scan"
      339,        6,    default,    20800,"HashAggregate Seq Scan"
      340,        6,    default,    20800,"HashAggregate Seq Scan"
      341,        6,    default,    20800,"HashAggregate Seq Scan"
      342,        6,    default,    20800,"HashAggregate Seq Scan"
      343,        6,    default,    20800,"HashAggregate Seq Scan"
      344,        6,    default,    20800,"HashAggregate Seq Scan"
      345,        6,    default,    20800,"HashAggregate Seq Scan"
      346,        8,    default,    20800,"HashAggregate Seq Scan"
      347,        7,    default,    20800,"HashAggregate Seq Scan"
      348,        7,    default,    20800,"HashAggregate Seq Scan"
      349,        6,    default,    20800,"HashAggregate Seq Scan"
      350,        6,    default,    20800,"HashAggregate Seq Scan"
      351,       11,     forced,    20800,"Parallel HashAggregate Seq Scan"
      352,       12,     forced,    20800,"Parallel HashAggregate Seq Scan"
      353,       11,     forced,    20800,"Parallel HashAggregate Seq Scan"
      354,       11,     forced,    20800,"Parallel HashAggregate Seq Scan"
      355,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      356,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      357,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      358,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      359,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      360,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      361,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      362,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      363,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      364,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      365,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      366,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      367,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      368,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      369,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      370,       11,     forced,    20800,"Parallel HashAggregate Seq Scan"
      371,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      372,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      373,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      374,       12,     forced,    20800,"Parallel HashAggregate Seq Scan"
      375,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      376,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      377,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      378,        9,     forced,    20800,"Parallel HashAggregate Seq Scan"
      379,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      380,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      381,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      382,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      383,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      384,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      385,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      386,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      387,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      388,       11,     forced,    20800,"Parallel HashAggregate Seq Scan"
      389,       11,     forced,    20800,"Parallel HashAggregate Seq Scan"
      390,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      391,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      392,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      393,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      394,       11,     forced,    20800,"Parallel HashAggregate Seq Scan"
      395,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      396,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      397,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      398,        8,     forced,    20800,"Parallel HashAggregate Seq Scan"
      399,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      400,        7,     forced,    20800,"Parallel HashAggregate Seq Scan"
      401,        8,    default,    24400,"HashAggregate Seq Scan"
      402,        9,    default,    24400,"HashAggregate Seq Scan"
      403,        6,    default,    24400,"HashAggregate Seq Scan"
      404,        7,    default,    24400,"HashAggregate Seq Scan"
      405,        7,    default,    24400,"HashAggregate Seq Scan"
      406,        7,    default,    24400,"HashAggregate Seq Scan"
      407,        7,    default,    24400,"HashAggregate Seq Scan"
      408,        7,    default,    24400,"HashAggregate Seq Scan"
      409,        7,    default,    24400,"HashAggregate Seq Scan"
      410,        8,    default,    24400,"HashAggregate Seq Scan"
      411,        7,    default,    24400,"HashAggregate Seq Scan"
      412,        7,    default,    24400,"HashAggregate Seq Scan"
      413,        7,    default,    24400,"HashAggregate Seq Scan"
      414,        7,    default,    24400,"HashAggregate Seq Scan"
      415,        7,    default,    24400,"HashAggregate Seq Scan"
      416,        7,    default,    24400,"HashAggregate Seq Scan"
      417,        7,    default,    24400,"HashAggregate Seq Scan"
      418,        7,    default,    24400,"HashAggregate Seq Scan"
      419,        8,    default,    24400,"HashAggregate Seq Scan"
      420,        7,    default,    24400,"HashAggregate Seq Scan"
      421,        7,    default,    24400,"HashAggregate Seq Scan"
      422,        8,    default,    24400,"HashAggregate Seq Scan"
      423,        8,    default,    24400,"HashAggregate Seq Scan"
      424,        8,    default,    24400,"HashAggregate Seq Scan"
      425,        7,    default,    24400,"HashAggregate Seq Scan"
      426,        6,    default,    24400,"HashAggregate Seq Scan"
      427,        8,    default,    24400,"HashAggregate Seq Scan"
      428,        7,    default,    24400,"HashAggregate Seq Scan"
      429,        7,    default,    24400,"HashAggregate Seq Scan"
      430,       12,    default,    24400,"HashAggregate Seq Scan"
      431,        7,    default,    24400,"HashAggregate Seq Scan"
      432,       17,    default,    24400,"HashAggregate Seq Scan"
      433,        7,    default,    24400,"HashAggregate Seq Scan"
      434,        6,    default,    24400,"HashAggregate Seq Scan"
      435,        7,    default,    24400,"HashAggregate Seq Scan"
      436,        8,    default,    24400,"HashAggregate Seq Scan"
      437,        7,    default,    24400,"HashAggregate Seq Scan"
      438,        7,    default,    24400,"HashAggregate Seq Scan"
      439,        7,    default,    24400,"HashAggregate Seq Scan"
      440,        6,    default,    24400,"HashAggregate Seq Scan"
      441,        7,    default,    24400,"HashAggregate Seq Scan"
      442,        7,    default,    24400,"HashAggregate Seq Scan"
      443,        7,    default,    24400,"HashAggregate Seq Scan"
      444,        8,    default,    24400,"HashAggregate Seq Scan"
      445,        7,    default,    24400,"HashAggregate Seq Scan"
      446,        7,    default,    24400,"HashAggregate Seq Scan"
      447,        8,    default,    24400,"HashAggregate Seq Scan"
      448,        7,    default,    24400,"HashAggregate Seq Scan"
      449,        7,    default,    24400,"HashAggregate Seq Scan"
      450,        8,    default,    24400,"HashAggregate Seq Scan"
      451,        8,     forced,    24400,"Parallel HashAggregate Seq Scan"
      452,        9,     forced,    24400,"Parallel HashAggregate Seq Scan"
      453,        8,     forced,    24400,"Parallel HashAggregate Seq Scan"
      454,        8,     forced,    24400,"Parallel HashAggregate Seq Scan"
      455,        9,     forced,    24400,"Parallel HashAggregate Seq Scan"
      456,        7,     forced,    24400,"Parallel HashAggregate Seq Scan"
      457,        9,     forced,    24400,"Parallel HashAggregate Seq Scan"
      458,       11,     forced,    24400,"Parallel HashAggregate Seq Scan"
      459,        9,     forced,    24400,"Parallel HashAggregate Seq Scan"
      460,        8,     forced,    24400,"Parallel HashAggregate Seq Scan"
      461,        7,     forced,    24400,"Parallel HashAggregate Seq Scan"
