Iteration,SelectTime,Index,BatchSize,ExecutionPlan
      952,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      953,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      954,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      955,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      956,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      957,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      958,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      959,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      960,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      961,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      962,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      963,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      964,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      965,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      966,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      967,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      968,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      969,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      970,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      971,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      972,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      973,        9,resource_billing-date,    31600,"HashAggregate Seq Scan"
      974,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      975,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      976,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      977,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      978,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      979,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      980,        9,resource_billing-date,    31600,"HashAggregate Seq Scan"
      981,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      982,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      983,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      984,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      985,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      986,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      987,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      988,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      989,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      990,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      991,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      992,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      993,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      994,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      995,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      996,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      997,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      998,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
      999,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
     1000,        8,resource_billing-date,    31600,"HashAggregate Seq Scan"
     1001,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1002,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1003,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1004,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1005,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1006,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1007,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1008,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1009,        9,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1010,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1011,        9,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1012,        9,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1013,        9,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1014,       10,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1015,        9,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1016,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1017,        9,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1018,        9,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1019,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1020,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1021,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1022,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1023,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1024,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1025,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1026,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1027,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1028,        9,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1029,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1030,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1031,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1032,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1033,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1034,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1035,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1036,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1037,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1038,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1039,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1040,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1041,        9,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1042,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1043,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1044,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1045,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1046,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1047,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1048,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1049,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1050,        8,resource_billing-date_cost,    31600,"HashAggregate Seq Scan"
     1051,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1052,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1053,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1054,        8,   no_index,    35200,"HashAggregate Seq Scan"
     1055,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1056,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1057,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1058,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1059,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1060,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1061,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1062,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1063,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1064,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1065,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1066,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1067,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1068,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1069,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1070,       11,   no_index,    35200,"HashAggregate Seq Scan"
     1071,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1072,       10,   no_index,    35200,"HashAggregate Seq Scan"
     1073,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1074,        8,   no_index,    35200,"HashAggregate Seq Scan"
     1075,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1076,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1077,       12,   no_index,    35200,"HashAggregate Seq Scan"
     1078,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1079,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1080,        8,   no_index,    35200,"HashAggregate Seq Scan"
     1081,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1082,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1083,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1084,       10,   no_index,    35200,"HashAggregate Seq Scan"
     1085,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1086,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1087,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1088,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1089,       10,   no_index,    35200,"HashAggregate Seq Scan"
     1090,       10,   no_index,    35200,"HashAggregate Seq Scan"
     1091,       10,   no_index,    35200,"HashAggregate Seq Scan"
     1092,       10,   no_index,    35200,"HashAggregate Seq Scan"
     1093,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1094,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1095,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1096,       10,   no_index,    35200,"HashAggregate Seq Scan"
     1097,        9,   no_index,    35200,"HashAggregate Seq Scan"
     1098,       11,   no_index,    35200,"HashAggregate Seq Scan"
     1099,       10,   no_index,    35200,"HashAggregate Seq Scan"
     1100,        8,   no_index,    35200,"HashAggregate Seq Scan"
     1101,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1102,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1103,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1104,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1105,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1106,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1107,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1108,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1109,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1110,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1111,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1112,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1113,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1114,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1115,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1116,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1117,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1118,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1119,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1120,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1121,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1122,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1123,        8,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1124,        8,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1125,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1126,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1127,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1128,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1129,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1130,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1131,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1132,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1133,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1134,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1135,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1136,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1137,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1138,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1139,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1140,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1141,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1142,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1143,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1144,        8,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1145,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1146,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1147,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1148,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1149,        9,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1150,        8,resource_billing-date,    35200,"HashAggregate Seq Scan"
     1151,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1152,        8,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1153,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1154,       10,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1155,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1156,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1157,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1158,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1159,       10,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1160,        8,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1161,        8,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1162,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1163,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1164,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1165,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1166,        8,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1167,        8,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1168,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1169,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1170,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1171,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1172,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1173,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1174,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1175,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1176,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1177,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1178,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1179,       13,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1180,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1181,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1182,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1183,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1184,        8,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1185,        8,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1186,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1187,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1188,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1189,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1190,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1191,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1192,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1193,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1194,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1195,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1196,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1197,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1198,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1199,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1200,        9,resource_billing-date_cost,    35200,"HashAggregate Seq Scan"
     1201,       12,   no_index,    38800,"HashAggregate Seq Scan"
     1202,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1203,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1204,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1205,       11,   no_index,    38800,"HashAggregate Seq Scan"
     1206,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1207,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1208,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1209,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1210,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1211,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1212,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1213,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1214,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1215,       11,   no_index,    38800,"HashAggregate Seq Scan"
     1216,       11,   no_index,    38800,"HashAggregate Seq Scan"
     1217,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1218,       11,   no_index,    38800,"HashAggregate Seq Scan"
     1219,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1220,       11,   no_index,    38800,"HashAggregate Seq Scan"
     1221,       12,   no_index,    38800,"HashAggregate Seq Scan"
     1222,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1223,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1224,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1225,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1226,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1227,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1228,       15,   no_index,    38800,"HashAggregate Seq Scan"
     1229,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1230,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1231,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1232,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1233,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1234,        9,   no_index,    38800,"HashAggregate Seq Scan"
     1235,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1236,        9,   no_index,    38800,"HashAggregate Seq Scan"
     1237,        9,   no_index,    38800,"HashAggregate Seq Scan"
     1238,        9,   no_index,    38800,"HashAggregate Seq Scan"
     1239,       23,   no_index,    38800,"HashAggregate Seq Scan"
     1240,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1241,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1242,        9,   no_index,    38800,"HashAggregate Seq Scan"
     1243,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1244,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1245,       11,   no_index,    38800,"HashAggregate Seq Scan"
     1246,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1247,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1248,       11,   no_index,    38800,"HashAggregate Seq Scan"
     1249,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1250,       10,   no_index,    38800,"HashAggregate Seq Scan"
     1251,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1252,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1253,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1254,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1255,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1256,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1257,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1258,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1259,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1260,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1261,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1262,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1263,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1264,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1265,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1266,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1267,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1268,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1269,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1270,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1271,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1272,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1273,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1274,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1275,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1276,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1277,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1278,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1279,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1280,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1281,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1282,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1283,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1284,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1285,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1286,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1287,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1288,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1289,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1290,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1291,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1292,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1293,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1294,        9,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1295,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1296,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1297,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1298,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1299,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1300,       10,resource_billing-date,    38800,"HashAggregate Seq Scan"
     1301,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1302,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1303,        9,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1304,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1305,        9,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1306,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1307,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1308,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1309,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1310,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1311,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1312,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1313,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1314,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1315,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1316,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1317,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1318,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1319,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1320,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1321,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1322,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1323,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1324,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1325,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1326,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1327,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1328,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1329,       16,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1330,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1331,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1332,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1333,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1334,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1335,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1336,       11,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1337,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1338,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1339,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1340,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1341,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1342,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1343,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1344,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1345,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1346,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1347,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1348,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1349,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1350,       10,resource_billing-date_cost,    38800,"HashAggregate Seq Scan"
     1351,       14,   no_index,    42400,"HashAggregate Seq Scan"
     1352,       11,   no_index,    42400,"HashAggregate Seq Scan"
     1353,       11,   no_index,    42400,"HashAggregate Seq Scan"
     1354,       12,   no_index,    42400,"HashAggregate Seq Scan"
     1355,       11,   no_index,    42400,"HashAggregate Seq Scan"
     1356,       11,   no_index,    42400,"HashAggregate Seq Scan"
     1357,       10,   no_index,    42400,"HashAggregate Seq Scan"
     1358,       11,   no_index,    42400,"HashAggregate Seq Scan"
     1359,       10,   no_index,    42400,"HashAggregate Seq Scan"
