Iteration,SelectTime,Index,BatchSize,ExecutionPlan
     4001,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4002,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4003,       31,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4004,       31,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4005,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4006,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4007,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4008,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4009,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4010,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4011,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4012,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4013,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4014,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4015,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4016,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4017,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4018,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4019,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4020,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4021,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4022,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4023,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4024,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4025,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4026,       31,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4027,       31,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4028,       31,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4029,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4030,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4031,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4032,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4033,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4034,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4035,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4036,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4037,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4038,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4039,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4040,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4041,       30,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4042,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4043,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4044,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4045,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4046,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4047,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4048,       32,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4049,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4050,       29,resource_billing-date_cost,   136000,"HashAggregate Seq Scan"
     4051,       47,   no_index,   172000,"HashAggregate Seq Scan"
     4052,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4053,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4054,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4055,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4056,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4057,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4058,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4059,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4060,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4061,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4062,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4063,       47,   no_index,   172000,"HashAggregate Seq Scan"
     4064,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4065,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4066,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4067,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4068,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4069,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4070,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4071,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4072,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4073,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4074,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4075,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4076,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4077,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4078,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4079,       43,   no_index,   172000,"HashAggregate Seq Scan"
     4080,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4081,       38,   no_index,   172000,"HashAggregate Seq Scan"
     4082,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4083,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4084,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4085,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4086,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4087,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4088,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4089,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4090,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4091,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4092,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4093,       38,   no_index,   172000,"HashAggregate Seq Scan"
     4094,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4095,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4096,       36,   no_index,   172000,"HashAggregate Seq Scan"
     4097,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4098,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4099,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4100,       37,   no_index,   172000,"HashAggregate Seq Scan"
     4101,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4102,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4103,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4104,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4105,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4106,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4107,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4108,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4109,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4110,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4111,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4112,       40,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4113,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4114,       38,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4115,       39,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4116,       36,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4117,       39,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4118,       36,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4119,       36,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4120,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4121,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4122,       38,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4123,       36,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4124,       38,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4125,       36,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4126,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4127,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4128,       39,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4129,       38,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4130,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4131,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4132,       38,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4133,       39,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4134,       39,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4135,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4136,       36,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4137,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4138,       41,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4139,       36,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4140,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4141,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4142,       38,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4143,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4144,       39,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4145,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4146,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4147,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4148,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4149,       39,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4150,       37,resource_billing-date,   172000,"HashAggregate Seq Scan"
     4151,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4152,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4153,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4154,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4155,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4156,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4157,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4158,       36,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4159,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4160,       39,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4161,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4162,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4163,       36,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4164,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4165,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4166,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4167,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4168,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4169,       36,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4170,       40,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4171,       36,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4172,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4173,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4174,       36,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4175,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4176,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4177,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4178,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4179,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4180,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4181,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4182,       39,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4183,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4184,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4185,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4186,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4187,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4188,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4189,       39,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4190,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4191,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4192,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4193,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4194,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4195,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4196,       38,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4197,       37,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4198,       39,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4199,       39,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4200,       36,resource_billing-date_cost,   172000,"HashAggregate Seq Scan"
     4201,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4202,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4203,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4204,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4205,       43,   no_index,   208000,"HashAggregate Seq Scan"
     4206,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4207,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4208,       60,   no_index,   208000,"HashAggregate Seq Scan"
     4209,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4210,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4211,       43,   no_index,   208000,"HashAggregate Seq Scan"
     4212,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4213,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4214,       45,   no_index,   208000,"HashAggregate Seq Scan"
     4215,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4216,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4217,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4218,       43,   no_index,   208000,"HashAggregate Seq Scan"
     4219,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4220,       45,   no_index,   208000,"HashAggregate Seq Scan"
     4221,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4222,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4223,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4224,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4225,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4226,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4227,       45,   no_index,   208000,"HashAggregate Seq Scan"
     4228,       43,   no_index,   208000,"HashAggregate Seq Scan"
     4229,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4230,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4231,       45,   no_index,   208000,"HashAggregate Seq Scan"
     4232,       45,   no_index,   208000,"HashAggregate Seq Scan"
     4233,       47,   no_index,   208000,"HashAggregate Seq Scan"
     4234,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4235,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4236,       45,   no_index,   208000,"HashAggregate Seq Scan"
     4237,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4238,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4239,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4240,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4241,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4242,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4243,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4244,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4245,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4246,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4247,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4248,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4249,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4250,       44,   no_index,   208000,"HashAggregate Seq Scan"
     4251,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4252,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4253,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4254,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4255,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4256,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4257,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4258,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4259,       45,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4260,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4261,       46,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4262,       46,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4263,       47,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4264,       47,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4265,       45,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4266,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4267,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4268,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4269,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4270,       46,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4271,       45,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4272,       45,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4273,       46,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4274,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4275,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4276,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4277,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4278,       45,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4279,       45,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4280,       45,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4281,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4282,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4283,       43,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4284,       46,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4285,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4286,       46,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4287,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4288,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4289,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4290,       45,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4291,       43,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4292,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4293,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4294,       46,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4295,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4296,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4297,       44,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4298,       45,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4299,       43,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4300,       47,resource_billing-date,   208000,"HashAggregate Seq Scan"
     4301,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4302,       46,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4303,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4304,       45,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4305,       46,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4306,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4307,       48,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4308,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4309,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4310,       45,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4311,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4312,       46,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4313,       47,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4314,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4315,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4316,       45,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4317,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4318,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4319,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4320,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4321,       45,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4322,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4323,       46,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4324,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4325,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4326,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4327,       47,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4328,       45,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4329,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4330,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4331,       47,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4332,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4333,       45,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4334,       46,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4335,       45,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4336,       47,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4337,       45,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4338,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4339,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4340,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4341,       46,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4342,       46,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4343,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4344,       47,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4345,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4346,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4347,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4348,       48,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4349,       44,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4350,       46,resource_billing-date_cost,   208000,"HashAggregate Seq Scan"
     4351,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4352,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4353,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4354,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4355,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4356,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4357,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4358,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4359,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4360,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4361,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4362,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4363,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4364,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4365,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4366,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4367,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4368,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4369,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4370,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4371,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4372,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4373,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4374,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4375,       57,   no_index,   244000,"HashAggregate Seq Scan"
     4376,       54,   no_index,   244000,"HashAggregate Seq Scan"
     4377,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4378,       51,   no_index,   244000,"HashAggregate Seq Scan"
     4379,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4380,       51,   no_index,   244000,"HashAggregate Seq Scan"
     4381,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4382,       56,   no_index,   244000,"HashAggregate Seq Scan"
     4383,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4384,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4385,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4386,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4387,       54,   no_index,   244000,"HashAggregate Seq Scan"
     4388,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4389,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4390,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4391,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4392,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4393,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4394,       51,   no_index,   244000,"HashAggregate Seq Scan"
     4395,       84,   no_index,   244000,"HashAggregate Seq Scan"
     4396,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4397,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4398,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4399,       53,   no_index,   244000,"HashAggregate Seq Scan"
     4400,       52,   no_index,   244000,"HashAggregate Seq Scan"
     4401,       52,resource_billing-date,   244000,"HashAggregate Seq Scan"
     4402,       52,resource_billing-date,   244000,"HashAggregate Seq Scan"
     4403,       52,resource_billing-date,   244000,"HashAggregate Seq Scan"
     4404,       53,resource_billing-date,   244000,"HashAggregate Seq Scan"
     4405,       52,resource_billing-date,   244000,"HashAggregate Seq Scan"
     4406,       52,resource_billing-date,   244000,"HashAggregate Seq Scan"
     4407,       52,resource_billing-date,   244000,"HashAggregate Seq Scan"
     4408,       54,resource_billing-date,   244000,"HashAggregate Seq Scan"
     4409,       52,resource_billing-date,   244000,"HashAggregate Seq Scan"
     4410,       55,resource_billing-date,   244000,"HashAggregate Seq Scan"
