Iteration,SelectTime,BatchSize,Index,ResourcesCount,ExecutionPlan
        1,       116,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
        2,       102,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
        3,        94,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
        4,        87,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
        5,        95,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
        6,       147,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
        7,        84,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
        8,        87,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
        9,        82,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       10,        90,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       11,        97,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       12,        92,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       13,        90,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       14,       102,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       15,        84,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       16,       104,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       17,        95,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       18,        93,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       19,        87,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       20,        91,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       21,        90,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       22,       104,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       23,        94,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       24,       102,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       25,       100,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       26,        99,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       27,       114,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       28,        99,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       29,        99,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       30,        99,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       31,        95,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       32,        95,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       33,        99,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       34,        92,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       35,       101,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       36,        99,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       37,        90,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       38,       104,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       39,        82,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       40,        93,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       41,        92,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       42,        87,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       43,       100,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       44,        85,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       45,       101,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       46,        88,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       47,       104,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       48,        90,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       49,        80,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       50,        83,  1000000,   no_index,            10,"Parallel HashAggregate Seq Scan"
       51,        95,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       52,        97,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       53,        98,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       54,        91,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       55,       101,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       56,        90,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       57,       102,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       58,       102,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       59,       100,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       60,       100,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       61,       100,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       62,       100,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       63,       101,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       64,        90,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       65,       101,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       66,        86,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       67,       103,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       68,        97,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       69,       100,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       70,       101,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       71,        90,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       72,        93,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       73,        99,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       74,       101,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       75,        91,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       76,        98,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       77,        98,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       78,        93,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       79,        91,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       80,       101,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       81,        93,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       82,       102,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       83,        98,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       84,       100,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       85,       100,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       86,        95,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       87,       103,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       88,        80,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       89,       101,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       90,       100,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       91,       100,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       92,        90,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       93,       101,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       94,       103,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       95,        91,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       96,        98,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       97,       103,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       98,        91,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
       99,        99,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
      100,        95,  1000000,resource_billing-date,            10,"Parallel HashAggregate Seq Scan"
      101,        89,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      102,       100,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      103,        91,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      104,       101,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      105,        89,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      106,        90,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      107,       101,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      108,        95,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      109,        98,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      110,        93,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      111,        99,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      112,        81,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      113,       103,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      114,        89,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      115,        97,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      116,       102,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      117,        91,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      118,        96,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      119,       102,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      120,       101,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      121,       101,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      122,        90,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      123,        92,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      124,        86,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      125,        91,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      126,       101,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      127,       101,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      128,        91,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      129,        90,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      130,       103,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      131,       101,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      132,       100,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      133,        92,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      134,        88,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      135,        90,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      136,        94,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      137,       100,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      138,        90,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      139,        91,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      140,        93,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      141,        88,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      142,       103,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      143,        82,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      144,       102,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      145,        92,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      146,        90,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      147,       101,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      148,        99,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      149,        83,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      150,        99,  1000000,resource_billing-date_cost,            10,"Parallel HashAggregate Seq Scan"
      151,        87,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      152,        93,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      153,        97,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      154,        93,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      155,        92,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      156,       101,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      157,        93,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      158,       100,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      159,       100,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      160,       101,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      161,        97,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      162,        97,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      163,       100,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      164,        93,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      165,        85,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      166,        95,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      167,        98,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      168,       101,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      169,        92,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      170,       100,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      171,        93,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      172,        94,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      173,        94,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      174,        94,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      175,       101,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      176,        93,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      177,        98,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      178,        96,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      179,        92,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      180,        99,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      181,       103,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      182,       105,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      183,       101,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      184,       101,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      185,       106,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      186,        98,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      187,       101,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      188,        98,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      189,       102,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      190,        99,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      191,       101,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      192,        92,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      193,       104,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      194,       104,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      195,        99,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      196,       100,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      197,        99,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      198,       104,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      199,        94,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      200,       100,  1000000,   no_index,            46,"Parallel HashAggregate Seq Scan"
      201,        98,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      202,        88,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      203,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      204,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      205,        96,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      206,       107,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      207,        96,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      208,        95,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      209,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      210,       105,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      211,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      212,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      213,        90,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      214,        92,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      215,        89,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      216,        92,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      217,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      218,        99,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      219,        88,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      220,        95,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      221,        89,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      222,        92,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      223,       101,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      224,        91,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      225,        91,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      226,        82,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      227,        84,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      228,        91,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      229,        90,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      230,        92,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      231,       100,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      232,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      233,        91,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      234,        90,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      235,       103,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      236,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      237,        90,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      238,        92,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      239,       103,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      240,        91,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      241,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      242,        91,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      243,        93,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      244,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      245,        90,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      246,       100,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      247,       100,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      248,       102,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      249,       100,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      250,        97,  1000000,resource_billing-date,            46,"Parallel HashAggregate Seq Scan"
      251,        96,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      252,        81,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      253,        89,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      254,        90,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      255,        94,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      256,        89,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      257,       101,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      258,        93,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      259,       101,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      260,        91,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      261,       100,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      262,        83,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      263,        90,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      264,       102,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      265,       103,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      266,        89,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      267,       100,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      268,       100,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      269,       100,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      270,        89,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      271,        85,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      272,        90,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      273,        90,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      274,        91,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      275,       101,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      276,        99,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      277,        90,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      278,        91,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      279,       103,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      280,        90,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      281,        92,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      282,        99,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      283,       101,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      284,        91,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      285,        91,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      286,       101,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      287,       100,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      288,       101,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      289,        92,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      290,        90,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      291,        91,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      292,        91,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      293,       100,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      294,        84,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      295,        95,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      296,        90,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      297,        90,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      298,        91,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      299,        92,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      300,       103,  1000000,resource_billing-date_cost,            46,"Parallel HashAggregate Seq Scan"
      301,        90,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      302,        92,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      303,       103,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      304,        93,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      305,        91,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      306,       103,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      307,       102,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      308,       114,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      309,       102,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      310,        92,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      311,        91,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      312,       103,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      313,       103,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      314,        90,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      315,       100,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      316,        91,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      317,       102,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      318,       103,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      319,        88,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      320,        91,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      321,        92,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      322,       102,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      323,       102,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      324,        93,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      325,        98,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      326,        93,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      327,        95,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      328,        95,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      329,        85,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      330,       105,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      331,        86,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      332,       105,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      333,       105,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      334,       102,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      335,       104,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      336,       101,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      337,       102,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      338,        93,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      339,       102,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      340,        96,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      341,        99,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      342,       103,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
      343,        91,  1000000,   no_index,            82,"Parallel HashAggregate Seq Scan"
