Iteration,SelectTime,HashAgg,BatchSize,ExecutionPlan
        1,        34,         on,    10000,"HashAggregate Seq Scan"
        2,         7,         on,    10000,"HashAggregate Seq Scan"
        3,         8,         on,    10000,"HashAggregate Seq Scan"
        4,         6,         on,    10000,"HashAggregate Seq Scan"
        5,         6,         on,    10000,"HashAggregate Seq Scan"
        6,         7,         on,    10000,"HashAggregate Seq Scan"
        7,         6,         on,    10000,"HashAggregate Seq Scan"
        8,         8,         on,    10000,"HashAggregate Seq Scan"
        9,         5,         on,    10000,"HashAggregate Seq Scan"
       10,         6,         on,    10000,"HashAggregate Seq Scan"
       11,         6,         on,    10000,"HashAggregate Seq Scan"
       12,         6,         on,    10000,"HashAggregate Seq Scan"
       13,         9,         on,    10000,"HashAggregate Seq Scan"
       14,         9,         on,    10000,"HashAggregate Seq Scan"
       15,         8,         on,    10000,"HashAggregate Seq Scan"
       16,         9,         on,    10000,"HashAggregate Seq Scan"
       17,        11,         on,    10000,"HashAggregate Seq Scan"
       18,         9,         on,    10000,"HashAggregate Seq Scan"
       19,         8,         on,    10000,"HashAggregate Seq Scan"
       20,         8,         on,    10000,"HashAggregate Seq Scan"
       21,         9,         on,    10000,"HashAggregate Seq Scan"
       22,         9,         on,    10000,"HashAggregate Seq Scan"
       23,         9,         on,    10000,"HashAggregate Seq Scan"
       24,         8,         on,    10000,"HashAggregate Seq Scan"
       25,         8,         on,    10000,"HashAggregate Seq Scan"
       26,        12,         on,    10000,"HashAggregate Seq Scan"
       27,         8,         on,    10000,"HashAggregate Seq Scan"
       28,         8,         on,    10000,"HashAggregate Seq Scan"
       29,         8,         on,    10000,"HashAggregate Seq Scan"
       30,         8,         on,    10000,"HashAggregate Seq Scan"
       31,         8,         on,    10000,"HashAggregate Seq Scan"
       32,         7,         on,    10000,"HashAggregate Seq Scan"
       33,         4,         on,    10000,"HashAggregate Seq Scan"
       34,         4,         on,    10000,"HashAggregate Seq Scan"
       35,         4,         on,    10000,"HashAggregate Seq Scan"
       36,         4,         on,    10000,"HashAggregate Seq Scan"
       37,         4,         on,    10000,"HashAggregate Seq Scan"
       38,         5,         on,    10000,"HashAggregate Seq Scan"
       39,         3,         on,    10000,"HashAggregate Seq Scan"
       40,         4,         on,    10000,"HashAggregate Seq Scan"
       41,         4,         on,    10000,"HashAggregate Seq Scan"
       42,         4,         on,    10000,"HashAggregate Seq Scan"
       43,         5,         on,    10000,"HashAggregate Seq Scan"
       44,         4,         on,    10000,"HashAggregate Seq Scan"
       45,         4,         on,    10000,"HashAggregate Seq Scan"
       46,         4,         on,    10000,"HashAggregate Seq Scan"
       47,         4,         on,    10000,"HashAggregate Seq Scan"
       48,         4,         on,    10000,"HashAggregate Seq Scan"
       49,         4,         on,    10000,"HashAggregate Seq Scan"
       50,         4,         on,    10000,"HashAggregate Seq Scan"
       51,         5,        off,    10000,"GroupAggregate Index Only Scan"
       52,         6,        off,    10000,"GroupAggregate Index Only Scan"
       53,         7,        off,    10000,"GroupAggregate Index Only Scan"
       54,         6,        off,    10000,"GroupAggregate Index Only Scan"
       55,         6,        off,    10000,"GroupAggregate Index Only Scan"
       56,         5,        off,    10000,"GroupAggregate Index Only Scan"
       57,         5,        off,    10000,"GroupAggregate Index Only Scan"
       58,         5,        off,    10000,"GroupAggregate Index Only Scan"
       59,         6,        off,    10000,"GroupAggregate Index Only Scan"
       60,         6,        off,    10000,"GroupAggregate Index Only Scan"
       61,         5,        off,    10000,"GroupAggregate Index Only Scan"
       62,         6,        off,    10000,"GroupAggregate Index Only Scan"
       63,         6,        off,    10000,"GroupAggregate Index Only Scan"
       64,         6,        off,    10000,"GroupAggregate Index Only Scan"
       65,         5,        off,    10000,"GroupAggregate Index Only Scan"
       66,         5,        off,    10000,"GroupAggregate Index Only Scan"
       67,         5,        off,    10000,"GroupAggregate Index Only Scan"
       68,         6,        off,    10000,"GroupAggregate Index Only Scan"
       69,         6,        off,    10000,"GroupAggregate Index Only Scan"
       70,         7,        off,    10000,"GroupAggregate Index Only Scan"
       71,         5,        off,    10000,"GroupAggregate Index Only Scan"
       72,         6,        off,    10000,"GroupAggregate Index Only Scan"
       73,         7,        off,    10000,"GroupAggregate Index Only Scan"
       74,         6,        off,    10000,"GroupAggregate Index Only Scan"
       75,         6,        off,    10000,"GroupAggregate Index Only Scan"
       76,         6,        off,    10000,"GroupAggregate Index Only Scan"
       77,         7,        off,    10000,"GroupAggregate Index Only Scan"
       78,         5,        off,    10000,"GroupAggregate Index Only Scan"
       79,         5,        off,    10000,"GroupAggregate Index Only Scan"
       80,         6,        off,    10000,"GroupAggregate Index Only Scan"
       81,         6,        off,    10000,"GroupAggregate Index Only Scan"
       82,         6,        off,    10000,"GroupAggregate Index Only Scan"
       83,         5,        off,    10000,"GroupAggregate Index Only Scan"
       84,         6,        off,    10000,"GroupAggregate Index Only Scan"
       85,         6,        off,    10000,"GroupAggregate Index Only Scan"
       86,         6,        off,    10000,"GroupAggregate Index Only Scan"
       87,         7,        off,    10000,"GroupAggregate Index Only Scan"
       88,         7,        off,    10000,"GroupAggregate Index Only Scan"
       89,         6,        off,    10000,"GroupAggregate Index Only Scan"
       90,         6,        off,    10000,"GroupAggregate Index Only Scan"
       91,         7,        off,    10000,"GroupAggregate Index Only Scan"
       92,         6,        off,    10000,"GroupAggregate Index Only Scan"
       93,         6,        off,    10000,"GroupAggregate Index Only Scan"
       94,         8,        off,    10000,"GroupAggregate Index Only Scan"
       95,         5,        off,    10000,"GroupAggregate Index Only Scan"
       96,         5,        off,    10000,"GroupAggregate Index Only Scan"
       97,         5,        off,    10000,"GroupAggregate Index Only Scan"
       98,         6,        off,    10000,"GroupAggregate Index Only Scan"
       99,         6,        off,    10000,"GroupAggregate Index Only Scan"
      100,         6,        off,    10000,"GroupAggregate Index Only Scan"
      101,         7,         on,    13600,"HashAggregate Seq Scan"
      102,         5,         on,    13600,"HashAggregate Seq Scan"
      103,         5,         on,    13600,"HashAggregate Seq Scan"
      104,         5,         on,    13600,"HashAggregate Seq Scan"
      105,         5,         on,    13600,"HashAggregate Seq Scan"
      106,         5,         on,    13600,"HashAggregate Seq Scan"
      107,         5,         on,    13600,"HashAggregate Seq Scan"
      108,         5,         on,    13600,"HashAggregate Seq Scan"
      109,         5,         on,    13600,"HashAggregate Seq Scan"
      110,         5,         on,    13600,"HashAggregate Seq Scan"
      111,         5,         on,    13600,"HashAggregate Seq Scan"
      112,         5,         on,    13600,"HashAggregate Seq Scan"
      113,         5,         on,    13600,"HashAggregate Seq Scan"
      114,         6,         on,    13600,"HashAggregate Seq Scan"
      115,         5,         on,    13600,"HashAggregate Seq Scan"
      116,         5,         on,    13600,"HashAggregate Seq Scan"
      117,         5,         on,    13600,"HashAggregate Seq Scan"
      118,         6,         on,    13600,"HashAggregate Seq Scan"
      119,         5,         on,    13600,"HashAggregate Seq Scan"
      120,         5,         on,    13600,"HashAggregate Seq Scan"
      121,         5,         on,    13600,"HashAggregate Seq Scan"
      122,         6,         on,    13600,"HashAggregate Seq Scan"
      123,         5,         on,    13600,"HashAggregate Seq Scan"
      124,         5,         on,    13600,"HashAggregate Seq Scan"
      125,         5,         on,    13600,"HashAggregate Seq Scan"
      126,         5,         on,    13600,"HashAggregate Seq Scan"
      127,         5,         on,    13600,"HashAggregate Seq Scan"
      128,         6,         on,    13600,"HashAggregate Seq Scan"
      129,         8,         on,    13600,"HashAggregate Seq Scan"
      130,         5,         on,    13600,"HashAggregate Seq Scan"
      131,         5,         on,    13600,"HashAggregate Seq Scan"
      132,         5,         on,    13600,"HashAggregate Seq Scan"
      133,         5,         on,    13600,"HashAggregate Seq Scan"
      134,         5,         on,    13600,"HashAggregate Seq Scan"
      135,         5,         on,    13600,"HashAggregate Seq Scan"
      136,         6,         on,    13600,"HashAggregate Seq Scan"
      137,         6,         on,    13600,"HashAggregate Seq Scan"
      138,         5,         on,    13600,"HashAggregate Seq Scan"
      139,         5,         on,    13600,"HashAggregate Seq Scan"
      140,         5,         on,    13600,"HashAggregate Seq Scan"
      141,         5,         on,    13600,"HashAggregate Seq Scan"
      142,         5,         on,    13600,"HashAggregate Seq Scan"
      143,         5,         on,    13600,"HashAggregate Seq Scan"
      144,         5,         on,    13600,"HashAggregate Seq Scan"
      145,         5,         on,    13600,"HashAggregate Seq Scan"
      146,         4,         on,    13600,"HashAggregate Seq Scan"
      147,         5,         on,    13600,"HashAggregate Seq Scan"
      148,         4,         on,    13600,"HashAggregate Seq Scan"
      149,         5,         on,    13600,"HashAggregate Seq Scan"
      150,         4,         on,    13600,"HashAggregate Seq Scan"
      151,         7,        off,    13600,"GroupAggregate Index Only Scan"
      152,         8,        off,    13600,"GroupAggregate Index Only Scan"
      153,         8,        off,    13600,"GroupAggregate Index Only Scan"
      154,         7,        off,    13600,"GroupAggregate Index Only Scan"
      155,         7,        off,    13600,"GroupAggregate Index Only Scan"
      156,         7,        off,    13600,"GroupAggregate Index Only Scan"
      157,         7,        off,    13600,"GroupAggregate Index Only Scan"
      158,         7,        off,    13600,"GroupAggregate Index Only Scan"
      159,         7,        off,    13600,"GroupAggregate Index Only Scan"
      160,         8,        off,    13600,"GroupAggregate Index Only Scan"
      161,         7,        off,    13600,"GroupAggregate Index Only Scan"
      162,         8,        off,    13600,"GroupAggregate Index Only Scan"
      163,         7,        off,    13600,"GroupAggregate Index Only Scan"
      164,         8,        off,    13600,"GroupAggregate Index Only Scan"
      165,         7,        off,    13600,"GroupAggregate Index Only Scan"
      166,         8,        off,    13600,"GroupAggregate Index Only Scan"
      167,         7,        off,    13600,"GroupAggregate Index Only Scan"
      168,         7,        off,    13600,"GroupAggregate Index Only Scan"
      169,         7,        off,    13600,"GroupAggregate Index Only Scan"
      170,         6,        off,    13600,"GroupAggregate Index Only Scan"
      171,         7,        off,    13600,"GroupAggregate Index Only Scan"
      172,         7,        off,    13600,"GroupAggregate Index Only Scan"
      173,         7,        off,    13600,"GroupAggregate Index Only Scan"
      174,         7,        off,    13600,"GroupAggregate Index Only Scan"
      175,         7,        off,    13600,"GroupAggregate Index Only Scan"
      176,         8,        off,    13600,"GroupAggregate Index Only Scan"
      177,         7,        off,    13600,"GroupAggregate Index Only Scan"
      178,         7,        off,    13600,"GroupAggregate Index Only Scan"
      179,         7,        off,    13600,"GroupAggregate Index Only Scan"
      180,         7,        off,    13600,"GroupAggregate Index Only Scan"
      181,         7,        off,    13600,"GroupAggregate Index Only Scan"
      182,         7,        off,    13600,"GroupAggregate Index Only Scan"
      183,         7,        off,    13600,"GroupAggregate Index Only Scan"
      184,         7,        off,    13600,"GroupAggregate Index Only Scan"
      185,         6,        off,    13600,"GroupAggregate Index Only Scan"
      186,         8,        off,    13600,"GroupAggregate Index Only Scan"
      187,         7,        off,    13600,"GroupAggregate Index Only Scan"
      188,         7,        off,    13600,"GroupAggregate Index Only Scan"
      189,         7,        off,    13600,"GroupAggregate Index Only Scan"
      190,         7,        off,    13600,"GroupAggregate Index Only Scan"
      191,         7,        off,    13600,"GroupAggregate Index Only Scan"
      192,         7,        off,    13600,"GroupAggregate Index Only Scan"
      193,         7,        off,    13600,"GroupAggregate Index Only Scan"
      194,         7,        off,    13600,"GroupAggregate Index Only Scan"
      195,         7,        off,    13600,"GroupAggregate Index Only Scan"
      196,         7,        off,    13600,"GroupAggregate Index Only Scan"
      197,         7,        off,    13600,"GroupAggregate Index Only Scan"
      198,         7,        off,    13600,"GroupAggregate Index Only Scan"
      199,         7,        off,    13600,"GroupAggregate Index Only Scan"
      200,         7,        off,    13600,"GroupAggregate Index Only Scan"
      201,         5,         on,    17200,"HashAggregate Seq Scan"
      202,         5,         on,    17200,"HashAggregate Seq Scan"
      203,         8,         on,    17200,"HashAggregate Seq Scan"
      204,         5,         on,    17200,"HashAggregate Seq Scan"
      205,         5,         on,    17200,"HashAggregate Seq Scan"
      206,         5,         on,    17200,"HashAggregate Seq Scan"
      207,         5,         on,    17200,"HashAggregate Seq Scan"
      208,         5,         on,    17200,"HashAggregate Seq Scan"
      209,         5,         on,    17200,"HashAggregate Seq Scan"
      210,         5,         on,    17200,"HashAggregate Seq Scan"
      211,         5,         on,    17200,"HashAggregate Seq Scan"
      212,         6,         on,    17200,"HashAggregate Seq Scan"
      213,         5,         on,    17200,"HashAggregate Seq Scan"
      214,         5,         on,    17200,"HashAggregate Seq Scan"
      215,         6,         on,    17200,"HashAggregate Seq Scan"
      216,         5,         on,    17200,"HashAggregate Seq Scan"
      217,         5,         on,    17200,"HashAggregate Seq Scan"
      218,         5,         on,    17200,"HashAggregate Seq Scan"
      219,         5,         on,    17200,"HashAggregate Seq Scan"
      220,         5,         on,    17200,"HashAggregate Seq Scan"
      221,         5,         on,    17200,"HashAggregate Seq Scan"
      222,         5,         on,    17200,"HashAggregate Seq Scan"
      223,         6,         on,    17200,"HashAggregate Seq Scan"
      224,         5,         on,    17200,"HashAggregate Seq Scan"
      225,         5,         on,    17200,"HashAggregate Seq Scan"
      226,         5,         on,    17200,"HashAggregate Seq Scan"
      227,         5,         on,    17200,"HashAggregate Seq Scan"
      228,         5,         on,    17200,"HashAggregate Seq Scan"
      229,         5,         on,    17200,"HashAggregate Seq Scan"
      230,         8,         on,    17200,"HashAggregate Seq Scan"
      231,         5,         on,    17200,"HashAggregate Seq Scan"
      232,         5,         on,    17200,"HashAggregate Seq Scan"
      233,         5,         on,    17200,"HashAggregate Seq Scan"
      234,         5,         on,    17200,"HashAggregate Seq Scan"
      235,         5,         on,    17200,"HashAggregate Seq Scan"
      236,         6,         on,    17200,"HashAggregate Seq Scan"
      237,         6,         on,    17200,"HashAggregate Seq Scan"
      238,         6,         on,    17200,"HashAggregate Seq Scan"
      239,         5,         on,    17200,"HashAggregate Seq Scan"
      240,         6,         on,    17200,"HashAggregate Seq Scan"
      241,         5,         on,    17200,"HashAggregate Seq Scan"
      242,         5,         on,    17200,"HashAggregate Seq Scan"
      243,         5,         on,    17200,"HashAggregate Seq Scan"
      244,         6,         on,    17200,"HashAggregate Seq Scan"
      245,         6,         on,    17200,"HashAggregate Seq Scan"
      246,         6,         on,    17200,"HashAggregate Seq Scan"
      247,         6,         on,    17200,"HashAggregate Seq Scan"
      248,         6,         on,    17200,"HashAggregate Seq Scan"
      249,         6,         on,    17200,"HashAggregate Seq Scan"
      250,         6,         on,    17200,"HashAggregate Seq Scan"
      251,         9,        off,    17200,"GroupAggregate Index Only Scan"
      252,         8,        off,    17200,"GroupAggregate Index Only Scan"
      253,         9,        off,    17200,"GroupAggregate Index Only Scan"
      254,         9,        off,    17200,"GroupAggregate Index Only Scan"
      255,         8,        off,    17200,"GroupAggregate Index Only Scan"
      256,         8,        off,    17200,"GroupAggregate Index Only Scan"
      257,         8,        off,    17200,"GroupAggregate Index Only Scan"
      258,         8,        off,    17200,"GroupAggregate Index Only Scan"
      259,         8,        off,    17200,"GroupAggregate Index Only Scan"
      260,         8,        off,    17200,"GroupAggregate Index Only Scan"
      261,         8,        off,    17200,"GroupAggregate Index Only Scan"
      262,         8,        off,    17200,"GroupAggregate Index Only Scan"
      263,         9,        off,    17200,"GroupAggregate Index Only Scan"
      264,         8,        off,    17200,"GroupAggregate Index Only Scan"
      265,         8,        off,    17200,"GroupAggregate Index Only Scan"
      266,         8,        off,    17200,"GroupAggregate Index Only Scan"
      267,         8,        off,    17200,"GroupAggregate Index Only Scan"
      268,         8,        off,    17200,"GroupAggregate Index Only Scan"
      269,         8,        off,    17200,"GroupAggregate Index Only Scan"
      270,         8,        off,    17200,"GroupAggregate Index Only Scan"
      271,         9,        off,    17200,"GroupAggregate Index Only Scan"
      272,         9,        off,    17200,"GroupAggregate Index Only Scan"
      273,         8,        off,    17200,"GroupAggregate Index Only Scan"
      274,         9,        off,    17200,"GroupAggregate Index Only Scan"
      275,         9,        off,    17200,"GroupAggregate Index Only Scan"
      276,         8,        off,    17200,"GroupAggregate Index Only Scan"
      277,         8,        off,    17200,"GroupAggregate Index Only Scan"
      278,         8,        off,    17200,"GroupAggregate Index Only Scan"
      279,         8,        off,    17200,"GroupAggregate Index Only Scan"
      280,         8,        off,    17200,"GroupAggregate Index Only Scan"
      281,         8,        off,    17200,"GroupAggregate Index Only Scan"
      282,         8,        off,    17200,"GroupAggregate Index Only Scan"
      283,         9,        off,    17200,"GroupAggregate Index Only Scan"
      284,         8,        off,    17200,"GroupAggregate Index Only Scan"
      285,         8,        off,    17200,"GroupAggregate Index Only Scan"
      286,         8,        off,    17200,"GroupAggregate Index Only Scan"
      287,         8,        off,    17200,"GroupAggregate Index Only Scan"
      288,         8,        off,    17200,"GroupAggregate Index Only Scan"
      289,         8,        off,    17200,"GroupAggregate Index Only Scan"
      290,         8,        off,    17200,"GroupAggregate Index Only Scan"
      291,         8,        off,    17200,"GroupAggregate Index Only Scan"
      292,         8,        off,    17200,"GroupAggregate Index Only Scan"
      293,         8,        off,    17200,"GroupAggregate Index Only Scan"
      294,         8,        off,    17200,"GroupAggregate Index Only Scan"
      295,         8,        off,    17200,"GroupAggregate Index Only Scan"
      296,         8,        off,    17200,"GroupAggregate Index Only Scan"
      297,         8,        off,    17200,"GroupAggregate Index Only Scan"
      298,         8,        off,    17200,"GroupAggregate Index Only Scan"
      299,        13,        off,    17200,"GroupAggregate Index Only Scan"
      300,         8,        off,    17200,"GroupAggregate Index Only Scan"
      301,         6,         on,    20800,"HashAggregate Seq Scan"
      302,         6,         on,    20800,"HashAggregate Seq Scan"
      303,         9,         on,    20800,"HashAggregate Seq Scan"
      304,         7,         on,    20800,"HashAggregate Seq Scan"
      305,         6,         on,    20800,"HashAggregate Seq Scan"
      306,         6,         on,    20800,"HashAggregate Seq Scan"
      307,         5,         on,    20800,"HashAggregate Seq Scan"
      308,         7,         on,    20800,"HashAggregate Seq Scan"
      309,         6,         on,    20800,"HashAggregate Seq Scan"
      310,         6,         on,    20800,"HashAggregate Seq Scan"
      311,         6,         on,    20800,"HashAggregate Seq Scan"
      312,         6,         on,    20800,"HashAggregate Seq Scan"
      313,         6,         on,    20800,"HashAggregate Seq Scan"
      314,         6,         on,    20800,"HashAggregate Seq Scan"
      315,         6,         on,    20800,"HashAggregate Seq Scan"
      316,         6,         on,    20800,"HashAggregate Seq Scan"
      317,         6,         on,    20800,"HashAggregate Seq Scan"
      318,         6,         on,    20800,"HashAggregate Seq Scan"
      319,         6,         on,    20800,"HashAggregate Seq Scan"
      320,         6,         on,    20800,"HashAggregate Seq Scan"
      321,         6,         on,    20800,"HashAggregate Seq Scan"
      322,         6,         on,    20800,"HashAggregate Seq Scan"
      323,         6,         on,    20800,"HashAggregate Seq Scan"
      324,         8,         on,    20800,"HashAggregate Seq Scan"
      325,         6,         on,    20800,"HashAggregate Seq Scan"
      326,         6,         on,    20800,"HashAggregate Seq Scan"
      327,         6,         on,    20800,"HashAggregate Seq Scan"
      328,         6,         on,    20800,"HashAggregate Seq Scan"
      329,         6,         on,    20800,"HashAggregate Seq Scan"
      330,         7,         on,    20800,"HashAggregate Seq Scan"
      331,        10,         on,    20800,"HashAggregate Seq Scan"
      332,         7,         on,    20800,"HashAggregate Seq Scan"
      333,         6,         on,    20800,"HashAggregate Seq Scan"
      334,         6,         on,    20800,"HashAggregate Seq Scan"
      335,         6,         on,    20800,"HashAggregate Seq Scan"
      336,         6,         on,    20800,"HashAggregate Seq Scan"
      337,         6,         on,    20800,"HashAggregate Seq Scan"
      338,         7,         on,    20800,"HashAggregate Seq Scan"
      339,         6,         on,    20800,"HashAggregate Seq Scan"
      340,         6,         on,    20800,"HashAggregate Seq Scan"
      341,         6,         on,    20800,"HashAggregate Seq Scan"
      342,         7,         on,    20800,"HashAggregate Seq Scan"
      343,         6,         on,    20800,"HashAggregate Seq Scan"
      344,         7,         on,    20800,"HashAggregate Seq Scan"
      345,         7,         on,    20800,"HashAggregate Seq Scan"
      346,         6,         on,    20800,"HashAggregate Seq Scan"
      347,         6,         on,    20800,"HashAggregate Seq Scan"
      348,         6,         on,    20800,"HashAggregate Seq Scan"
      349,         6,         on,    20800,"HashAggregate Seq Scan"
      350,         6,         on,    20800,"HashAggregate Seq Scan"
      351,        10,        off,    20800,"GroupAggregate Index Only Scan"
      352,        10,        off,    20800,"GroupAggregate Index Only Scan"
      353,         9,        off,    20800,"GroupAggregate Index Only Scan"
      354,        10,        off,    20800,"GroupAggregate Index Only Scan"
      355,        10,        off,    20800,"GroupAggregate Index Only Scan"
      356,        10,        off,    20800,"GroupAggregate Index Only Scan"
      357,         9,        off,    20800,"GroupAggregate Index Only Scan"
      358,        10,        off,    20800,"GroupAggregate Index Only Scan"
      359,        10,        off,    20800,"GroupAggregate Index Only Scan"
      360,        10,        off,    20800,"GroupAggregate Index Only Scan"
      361,         9,        off,    20800,"GroupAggregate Index Only Scan"
      362,        10,        off,    20800,"GroupAggregate Index Only Scan"
      363,        10,        off,    20800,"GroupAggregate Index Only Scan"
      364,        12,        off,    20800,"GroupAggregate Index Only Scan"
      365,        10,        off,    20800,"GroupAggregate Index Only Scan"
      366,        10,        off,    20800,"GroupAggregate Index Only Scan"
      367,        10,        off,    20800,"GroupAggregate Index Only Scan"
      368,        10,        off,    20800,"GroupAggregate Index Only Scan"
      369,         9,        off,    20800,"GroupAggregate Index Only Scan"
      370,        10,        off,    20800,"GroupAggregate Index Only Scan"
      371,        10,        off,    20800,"GroupAggregate Index Only Scan"
      372,        10,        off,    20800,"GroupAggregate Index Only Scan"
      373,        10,        off,    20800,"GroupAggregate Index Only Scan"
      374,         9,        off,    20800,"GroupAggregate Index Only Scan"
      375,        10,        off,    20800,"GroupAggregate Index Only Scan"
      376,        10,        off,    20800,"GroupAggregate Index Only Scan"
      377,        10,        off,    20800,"GroupAggregate Index Only Scan"
      378,        10,        off,    20800,"GroupAggregate Index Only Scan"
      379,        11,        off,    20800,"GroupAggregate Index Only Scan"
      380,        10,        off,    20800,"GroupAggregate Index Only Scan"
      381,         9,        off,    20800,"GroupAggregate Index Only Scan"
      382,        10,        off,    20800,"GroupAggregate Index Only Scan"
      383,         9,        off,    20800,"GroupAggregate Index Only Scan"
      384,        10,        off,    20800,"GroupAggregate Index Only Scan"
      385,        10,        off,    20800,"GroupAggregate Index Only Scan"
      386,        10,        off,    20800,"GroupAggregate Index Only Scan"
      387,        11,        off,    20800,"GroupAggregate Index Only Scan"
      388,        11,        off,    20800,"GroupAggregate Index Only Scan"
      389,        10,        off,    20800,"GroupAggregate Index Only Scan"
      390,        10,        off,    20800,"GroupAggregate Index Only Scan"
      391,        10,        off,    20800,"GroupAggregate Index Only Scan"
      392,        10,        off,    20800,"GroupAggregate Index Only Scan"
      393,        11,        off,    20800,"GroupAggregate Index Only Scan"
      394,        10,        off,    20800,"GroupAggregate Index Only Scan"
      395,        10,        off,    20800,"GroupAggregate Index Only Scan"
      396,         9,        off,    20800,"GroupAggregate Index Only Scan"
      397,        11,        off,    20800,"GroupAggregate Index Only Scan"
      398,        10,        off,    20800,"GroupAggregate Index Only Scan"
      399,        10,        off,    20800,"GroupAggregate Index Only Scan"
      400,         9,        off,    20800,"GroupAggregate Index Only Scan"
      401,         7,         on,    24400,"HashAggregate Seq Scan"
      402,        10,         on,    24400,"HashAggregate Seq Scan"
      403,         7,         on,    24400,"HashAggregate Seq Scan"
      404,         7,         on,    24400,"HashAggregate Seq Scan"
      405,         7,         on,    24400,"HashAggregate Seq Scan"
      406,         7,         on,    24400,"HashAggregate Seq Scan"
      407,         7,         on,    24400,"HashAggregate Seq Scan"
      408,        11,         on,    24400,"HashAggregate Seq Scan"
      409,         9,         on,    24400,"HashAggregate Seq Scan"
      410,         7,         on,    24400,"HashAggregate Seq Scan"
      411,         7,         on,    24400,"HashAggregate Seq Scan"
      412,         7,         on,    24400,"HashAggregate Seq Scan"
      413,         7,         on,    24400,"HashAggregate Seq Scan"
      414,         7,         on,    24400,"HashAggregate Seq Scan"
      415,         6,         on,    24400,"HashAggregate Seq Scan"
      416,         8,         on,    24400,"HashAggregate Seq Scan"
      417,         7,         on,    24400,"HashAggregate Seq Scan"
      418,         7,         on,    24400,"HashAggregate Seq Scan"
      419,         6,         on,    24400,"HashAggregate Seq Scan"
      420,         6,         on,    24400,"HashAggregate Seq Scan"
      421,         7,         on,    24400,"HashAggregate Seq Scan"
      422,         7,         on,    24400,"HashAggregate Seq Scan"
      423,         7,         on,    24400,"HashAggregate Seq Scan"
      424,         7,         on,    24400,"HashAggregate Seq Scan"
      425,         6,         on,    24400,"HashAggregate Seq Scan"
      426,         7,         on,    24400,"HashAggregate Seq Scan"
      427,         9,         on,    24400,"HashAggregate Seq Scan"
      428,         7,         on,    24400,"HashAggregate Seq Scan"
      429,         7,         on,    24400,"HashAggregate Seq Scan"
      430,         7,         on,    24400,"HashAggregate Seq Scan"
      431,        10,         on,    24400,"HashAggregate Seq Scan"
      432,         7,         on,    24400,"HashAggregate Seq Scan"
      433,         8,         on,    24400,"HashAggregate Seq Scan"
      434,         8,         on,    24400,"HashAggregate Seq Scan"
      435,         7,         on,    24400,"HashAggregate Seq Scan"
      436,         6,         on,    24400,"HashAggregate Seq Scan"
      437,         7,         on,    24400,"HashAggregate Seq Scan"
      438,         6,         on,    24400,"HashAggregate Seq Scan"
      439,         7,         on,    24400,"HashAggregate Seq Scan"
      440,         7,         on,    24400,"HashAggregate Seq Scan"
      441,         7,         on,    24400,"HashAggregate Seq Scan"
      442,         7,         on,    24400,"HashAggregate Seq Scan"
      443,         6,         on,    24400,"HashAggregate Seq Scan"
      444,         8,         on,    24400,"HashAggregate Seq Scan"
      445,         7,         on,    24400,"HashAggregate Seq Scan"
      446,         7,         on,    24400,"HashAggregate Seq Scan"
      447,         7,         on,    24400,"HashAggregate Seq Scan"
      448,         7,         on,    24400,"HashAggregate Seq Scan"
      449,         7,         on,    24400,"HashAggregate Seq Scan"
      450,         8,         on,    24400,"HashAggregate Seq Scan"
      451,        11,        off,    24400,"GroupAggregate Index Only Scan"
      452,        11,        off,    24400,"GroupAggregate Index Only Scan"
      453,        11,        off,    24400,"GroupAggregate Index Only Scan"
      454,        11,        off,    24400,"GroupAggregate Index Only Scan"
      455,        12,        off,    24400,"GroupAggregate Index Only Scan"
      456,        11,        off,    24400,"GroupAggregate Index Only Scan"
      457,        11,        off,    24400,"GroupAggregate Index Only Scan"
      458,        11,        off,    24400,"GroupAggregate Index Only Scan"
      459,        14,        off,    24400,"GroupAggregate Index Only Scan"
      460,        11,        off,    24400,"GroupAggregate Index Only Scan"
      461,        12,        off,    24400,"GroupAggregate Index Only Scan"
      462,        11,        off,    24400,"GroupAggregate Index Only Scan"
      463,        11,        off,    24400,"GroupAggregate Index Only Scan"
      464,        11,        off,    24400,"GroupAggregate Index Only Scan"
      465,        11,        off,    24400,"GroupAggregate Index Only Scan"
      466,        11,        off,    24400,"GroupAggregate Index Only Scan"
      467,        11,        off,    24400,"GroupAggregate Index Only Scan"
      468,        11,        off,    24400,"GroupAggregate Index Only Scan"
      469,        11,        off,    24400,"GroupAggregate Index Only Scan"
      470,        11,        off,    24400,"GroupAggregate Index Only Scan"
      471,        11,        off,    24400,"GroupAggregate Index Only Scan"
      472,        11,        off,    24400,"GroupAggregate Index Only Scan"
      473,        11,        off,    24400,"GroupAggregate Index Only Scan"
      474,        11,        off,    24400,"GroupAggregate Index Only Scan"
      475,        11,        off,    24400,"GroupAggregate Index Only Scan"
      476,        12,        off,    24400,"GroupAggregate Index Only Scan"
      477,        11,        off,    24400,"GroupAggregate Index Only Scan"
      478,        11,        off,    24400,"GroupAggregate Index Only Scan"
      479,        11,        off,    24400,"GroupAggregate Index Only Scan"
      480,        12,        off,    24400,"GroupAggregate Index Only Scan"
      481,        16,        off,    24400,"GroupAggregate Index Only Scan"
      482,        14,        off,    24400,"GroupAggregate Index Only Scan"
