Iteration,SelectTime,HashAgg,BatchSize,ExecutionPlan
     2539,        22,         on,   100000,"HashAggregate Seq Scan"
     2540,        22,         on,   100000,"HashAggregate Seq Scan"
     2541,        22,         on,   100000,"HashAggregate Seq Scan"
     2542,        22,         on,   100000,"HashAggregate Seq Scan"
     2543,        23,         on,   100000,"HashAggregate Seq Scan"
     2544,        22,         on,   100000,"HashAggregate Seq Scan"
     2545,        23,         on,   100000,"HashAggregate Seq Scan"
     2546,        23,         on,   100000,"HashAggregate Seq Scan"
     2547,        23,         on,   100000,"HashAggregate Seq Scan"
     2548,        23,         on,   100000,"HashAggregate Seq Scan"
     2549,        22,         on,   100000,"HashAggregate Seq Scan"
     2550,        22,         on,   100000,"HashAggregate Seq Scan"
     2551,        46,        off,   100000,"GroupAggregate Index Only Scan"
     2552,        46,        off,   100000,"GroupAggregate Index Only Scan"
     2553,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2554,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2555,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2556,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2557,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2558,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2559,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2560,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2561,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2562,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2563,        46,        off,   100000,"GroupAggregate Index Only Scan"
     2564,        46,        off,   100000,"GroupAggregate Index Only Scan"
     2565,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2566,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2567,        46,        off,   100000,"GroupAggregate Index Only Scan"
     2568,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2569,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2570,        46,        off,   100000,"GroupAggregate Index Only Scan"
     2571,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2572,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2573,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2574,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2575,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2576,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2577,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2578,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2579,        46,        off,   100000,"GroupAggregate Index Only Scan"
     2580,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2581,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2582,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2583,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2584,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2585,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2586,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2587,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2588,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2589,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2590,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2591,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2592,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2593,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2594,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2595,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2596,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2597,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2598,        45,        off,   100000,"GroupAggregate Index Only Scan"
     2599,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2600,        44,        off,   100000,"GroupAggregate Index Only Scan"
     2601,        35,         on,   136000,"HashAggregate Seq Scan"
     2602,        30,         on,   136000,"HashAggregate Seq Scan"
     2603,        30,         on,   136000,"HashAggregate Seq Scan"
     2604,        30,         on,   136000,"HashAggregate Seq Scan"
     2605,        30,         on,   136000,"HashAggregate Seq Scan"
     2606,        48,         on,   136000,"HashAggregate Seq Scan"
     2607,        32,         on,   136000,"HashAggregate Seq Scan"
     2608,        31,         on,   136000,"HashAggregate Seq Scan"
     2609,        29,         on,   136000,"HashAggregate Seq Scan"
     2610,        32,         on,   136000,"HashAggregate Seq Scan"
     2611,        29,         on,   136000,"HashAggregate Seq Scan"
     2612,        31,         on,   136000,"HashAggregate Seq Scan"
     2613,        29,         on,   136000,"HashAggregate Seq Scan"
     2614,        31,         on,   136000,"HashAggregate Seq Scan"
     2615,        30,         on,   136000,"HashAggregate Seq Scan"
     2616,        30,         on,   136000,"HashAggregate Seq Scan"
     2617,        31,         on,   136000,"HashAggregate Seq Scan"
     2618,        48,         on,   136000,"HashAggregate Seq Scan"
     2619,        29,         on,   136000,"HashAggregate Seq Scan"
     2620,        29,         on,   136000,"HashAggregate Seq Scan"
     2621,        31,         on,   136000,"HashAggregate Seq Scan"
     2622,        29,         on,   136000,"HashAggregate Seq Scan"
     2623,        30,         on,   136000,"HashAggregate Seq Scan"
     2624,        30,         on,   136000,"HashAggregate Seq Scan"
     2625,        29,         on,   136000,"HashAggregate Seq Scan"
     2626,        33,         on,   136000,"HashAggregate Seq Scan"
     2627,        29,         on,   136000,"HashAggregate Seq Scan"
     2628,        29,         on,   136000,"HashAggregate Seq Scan"
     2629,        29,         on,   136000,"HashAggregate Seq Scan"
     2630,        33,         on,   136000,"HashAggregate Seq Scan"
     2631,        31,         on,   136000,"HashAggregate Seq Scan"
     2632,        32,         on,   136000,"HashAggregate Seq Scan"
     2633,        30,         on,   136000,"HashAggregate Seq Scan"
     2634,        29,         on,   136000,"HashAggregate Seq Scan"
     2635,        31,         on,   136000,"HashAggregate Seq Scan"
     2636,        29,         on,   136000,"HashAggregate Seq Scan"
     2637,        29,         on,   136000,"HashAggregate Seq Scan"
     2638,        29,         on,   136000,"HashAggregate Seq Scan"
     2639,        29,         on,   136000,"HashAggregate Seq Scan"
     2640,        29,         on,   136000,"HashAggregate Seq Scan"
     2641,        30,         on,   136000,"HashAggregate Seq Scan"
     2642,        29,         on,   136000,"HashAggregate Seq Scan"
     2643,        32,         on,   136000,"HashAggregate Seq Scan"
     2644,        30,         on,   136000,"HashAggregate Seq Scan"
     2645,        33,         on,   136000,"HashAggregate Seq Scan"
     2646,        29,         on,   136000,"HashAggregate Seq Scan"
     2647,        30,         on,   136000,"HashAggregate Seq Scan"
     2648,        30,         on,   136000,"HashAggregate Seq Scan"
     2649,        32,         on,   136000,"HashAggregate Seq Scan"
     2650,        30,         on,   136000,"HashAggregate Seq Scan"
     2651,        64,        off,   136000,"GroupAggregate Index Only Scan"
     2652,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2653,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2654,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2655,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2656,        64,        off,   136000,"GroupAggregate Index Only Scan"
     2657,        63,        off,   136000,"GroupAggregate Index Only Scan"
     2658,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2659,        65,        off,   136000,"GroupAggregate Index Only Scan"
     2660,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2661,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2662,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2663,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2664,        64,        off,   136000,"GroupAggregate Index Only Scan"
     2665,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2666,        64,        off,   136000,"GroupAggregate Index Only Scan"
     2667,        63,        off,   136000,"GroupAggregate Index Only Scan"
     2668,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2669,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2670,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2671,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2672,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2673,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2674,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2675,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2676,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2677,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2678,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2679,        73,        off,   136000,"GroupAggregate Index Only Scan"
     2680,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2681,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2682,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2683,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2684,        63,        off,   136000,"GroupAggregate Index Only Scan"
     2685,        64,        off,   136000,"GroupAggregate Index Only Scan"
     2686,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2687,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2688,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2689,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2690,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2691,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2692,        65,        off,   136000,"GroupAggregate Index Only Scan"
     2693,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2694,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2695,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2696,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2697,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2698,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2699,        62,        off,   136000,"GroupAggregate Index Only Scan"
     2700,        61,        off,   136000,"GroupAggregate Index Only Scan"
     2701,        60,         on,   172000,"HashAggregate Seq Scan"
     2702,        42,         on,   172000,"HashAggregate Seq Scan"
     2703,        38,         on,   172000,"HashAggregate Seq Scan"
     2704,        39,         on,   172000,"HashAggregate Seq Scan"
     2705,        38,         on,   172000,"HashAggregate Seq Scan"
     2706,        39,         on,   172000,"HashAggregate Seq Scan"
     2707,        65,         on,   172000,"HashAggregate Seq Scan"
     2708,        40,         on,   172000,"HashAggregate Seq Scan"
     2709,        38,         on,   172000,"HashAggregate Seq Scan"
     2710,        39,         on,   172000,"HashAggregate Seq Scan"
     2711,        37,         on,   172000,"HashAggregate Seq Scan"
     2712,        37,         on,   172000,"HashAggregate Seq Scan"
     2713,        37,         on,   172000,"HashAggregate Seq Scan"
     2714,        38,         on,   172000,"HashAggregate Seq Scan"
     2715,        39,         on,   172000,"HashAggregate Seq Scan"
     2716,        38,         on,   172000,"HashAggregate Seq Scan"
     2717,        42,         on,   172000,"HashAggregate Seq Scan"
     2718,        38,         on,   172000,"HashAggregate Seq Scan"
     2719,        39,         on,   172000,"HashAggregate Seq Scan"
     2720,        38,         on,   172000,"HashAggregate Seq Scan"
     2721,        42,         on,   172000,"HashAggregate Seq Scan"
     2722,        39,         on,   172000,"HashAggregate Seq Scan"
     2723,        38,         on,   172000,"HashAggregate Seq Scan"
     2724,        39,         on,   172000,"HashAggregate Seq Scan"
     2725,        39,         on,   172000,"HashAggregate Seq Scan"
     2726,        39,         on,   172000,"HashAggregate Seq Scan"
     2727,        40,         on,   172000,"HashAggregate Seq Scan"
     2728,        38,         on,   172000,"HashAggregate Seq Scan"
     2729,        38,         on,   172000,"HashAggregate Seq Scan"
     2730,        38,         on,   172000,"HashAggregate Seq Scan"
     2731,        38,         on,   172000,"HashAggregate Seq Scan"
     2732,        38,         on,   172000,"HashAggregate Seq Scan"
     2733,        38,         on,   172000,"HashAggregate Seq Scan"
     2734,        40,         on,   172000,"HashAggregate Seq Scan"
     2735,        38,         on,   172000,"HashAggregate Seq Scan"
     2736,        38,         on,   172000,"HashAggregate Seq Scan"
     2737,        38,         on,   172000,"HashAggregate Seq Scan"
     2738,        39,         on,   172000,"HashAggregate Seq Scan"
     2739,        38,         on,   172000,"HashAggregate Seq Scan"
     2740,        39,         on,   172000,"HashAggregate Seq Scan"
     2741,        38,         on,   172000,"HashAggregate Seq Scan"
     2742,        40,         on,   172000,"HashAggregate Seq Scan"
     2743,        37,         on,   172000,"HashAggregate Seq Scan"
     2744,        37,         on,   172000,"HashAggregate Seq Scan"
     2745,        39,         on,   172000,"HashAggregate Seq Scan"
     2746,        38,         on,   172000,"HashAggregate Seq Scan"
     2747,        38,         on,   172000,"HashAggregate Seq Scan"
     2748,        40,         on,   172000,"HashAggregate Seq Scan"
     2749,        37,         on,   172000,"HashAggregate Seq Scan"
     2750,        37,         on,   172000,"HashAggregate Seq Scan"
     2751,        92,        off,   172000,"GroupAggregate Index Only Scan"
     2752,        87,        off,   172000,"GroupAggregate Index Only Scan"
     2753,        88,        off,   172000,"GroupAggregate Index Only Scan"
     2754,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2755,        90,        off,   172000,"GroupAggregate Index Only Scan"
     2756,       153,        off,   172000,"GroupAggregate Index Only Scan"
     2757,        91,        off,   172000,"GroupAggregate Index Only Scan"
     2758,        91,        off,   172000,"GroupAggregate Index Only Scan"
     2759,        84,        off,   172000,"GroupAggregate Index Only Scan"
     2760,        84,        off,   172000,"GroupAggregate Index Only Scan"
     2761,        84,        off,   172000,"GroupAggregate Index Only Scan"
     2762,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2763,        85,        off,   172000,"GroupAggregate Index Only Scan"
     2764,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2765,        85,        off,   172000,"GroupAggregate Index Only Scan"
     2766,        85,        off,   172000,"GroupAggregate Index Only Scan"
     2767,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2768,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2769,       152,        off,   172000,"GroupAggregate Index Only Scan"
     2770,        87,        off,   172000,"GroupAggregate Index Only Scan"
     2771,        84,        off,   172000,"GroupAggregate Index Only Scan"
     2772,        87,        off,   172000,"GroupAggregate Index Only Scan"
     2773,        92,        off,   172000,"GroupAggregate Index Only Scan"
     2774,        89,        off,   172000,"GroupAggregate Index Only Scan"
     2775,        93,        off,   172000,"GroupAggregate Index Only Scan"
     2776,        91,        off,   172000,"GroupAggregate Index Only Scan"
     2777,        94,        off,   172000,"GroupAggregate Index Only Scan"
     2778,        85,        off,   172000,"GroupAggregate Index Only Scan"
     2779,        87,        off,   172000,"GroupAggregate Index Only Scan"
     2780,        85,        off,   172000,"GroupAggregate Index Only Scan"
     2781,        87,        off,   172000,"GroupAggregate Index Only Scan"
     2782,        90,        off,   172000,"GroupAggregate Index Only Scan"
     2783,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2784,        85,        off,   172000,"GroupAggregate Index Only Scan"
     2785,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2786,        88,        off,   172000,"GroupAggregate Index Only Scan"
     2787,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2788,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2789,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2790,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2791,        90,        off,   172000,"GroupAggregate Index Only Scan"
     2792,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2793,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2794,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2795,        90,        off,   172000,"GroupAggregate Index Only Scan"
     2796,        86,        off,   172000,"GroupAggregate Index Only Scan"
     2797,        84,        off,   172000,"GroupAggregate Index Only Scan"
     2798,        90,        off,   172000,"GroupAggregate Index Only Scan"
     2799,        89,        off,   172000,"GroupAggregate Index Only Scan"
     2800,        92,        off,   172000,"GroupAggregate Index Only Scan"
     2801,        46,         on,   208000,"HashAggregate Seq Scan"
     2802,        48,         on,   208000,"HashAggregate Seq Scan"
     2803,        47,         on,   208000,"HashAggregate Seq Scan"
     2804,        46,         on,   208000,"HashAggregate Seq Scan"
     2805,        47,         on,   208000,"HashAggregate Seq Scan"
     2806,        62,         on,   208000,"HashAggregate Seq Scan"
     2807,        46,         on,   208000,"HashAggregate Seq Scan"
     2808,        46,         on,   208000,"HashAggregate Seq Scan"
     2809,        47,         on,   208000,"HashAggregate Seq Scan"
     2810,        46,         on,   208000,"HashAggregate Seq Scan"
     2811,        46,         on,   208000,"HashAggregate Seq Scan"
     2812,        47,         on,   208000,"HashAggregate Seq Scan"
     2813,        46,         on,   208000,"HashAggregate Seq Scan"
     2814,        45,         on,   208000,"HashAggregate Seq Scan"
     2815,        46,         on,   208000,"HashAggregate Seq Scan"
     2816,        45,         on,   208000,"HashAggregate Seq Scan"
     2817,        49,         on,   208000,"HashAggregate Seq Scan"
     2818,        47,         on,   208000,"HashAggregate Seq Scan"
     2819,        46,         on,   208000,"HashAggregate Seq Scan"
     2820,        46,         on,   208000,"HashAggregate Seq Scan"
     2821,        48,         on,   208000,"HashAggregate Seq Scan"
     2822,        46,         on,   208000,"HashAggregate Seq Scan"
     2823,        46,         on,   208000,"HashAggregate Seq Scan"
     2824,        48,         on,   208000,"HashAggregate Seq Scan"
     2825,        45,         on,   208000,"HashAggregate Seq Scan"
     2826,        45,         on,   208000,"HashAggregate Seq Scan"
     2827,        46,         on,   208000,"HashAggregate Seq Scan"
     2828,        45,         on,   208000,"HashAggregate Seq Scan"
     2829,        45,         on,   208000,"HashAggregate Seq Scan"
     2830,        45,         on,   208000,"HashAggregate Seq Scan"
     2831,        47,         on,   208000,"HashAggregate Seq Scan"
     2832,        46,         on,   208000,"HashAggregate Seq Scan"
     2833,        46,         on,   208000,"HashAggregate Seq Scan"
     2834,        46,         on,   208000,"HashAggregate Seq Scan"
     2835,        45,         on,   208000,"HashAggregate Seq Scan"
     2836,        49,         on,   208000,"HashAggregate Seq Scan"
     2837,        48,         on,   208000,"HashAggregate Seq Scan"
     2838,        47,         on,   208000,"HashAggregate Seq Scan"
     2839,        47,         on,   208000,"HashAggregate Seq Scan"
     2840,        45,         on,   208000,"HashAggregate Seq Scan"
     2841,        46,         on,   208000,"HashAggregate Seq Scan"
     2842,        47,         on,   208000,"HashAggregate Seq Scan"
     2843,        46,         on,   208000,"HashAggregate Seq Scan"
     2844,        46,         on,   208000,"HashAggregate Seq Scan"
     2845,        45,         on,   208000,"HashAggregate Seq Scan"
     2846,        47,         on,   208000,"HashAggregate Seq Scan"
     2847,        46,         on,   208000,"HashAggregate Seq Scan"
     2848,        45,         on,   208000,"HashAggregate Seq Scan"
     2849,        45,         on,   208000,"HashAggregate Seq Scan"
     2850,        46,         on,   208000,"HashAggregate Seq Scan"
     2851,       109,        off,   208000,"GroupAggregate Index Only Scan"
     2852,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2853,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2854,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2855,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2856,       107,        off,   208000,"GroupAggregate Index Only Scan"
     2857,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2858,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2859,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2860,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2861,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2862,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2863,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2864,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2865,       108,        off,   208000,"GroupAggregate Index Only Scan"
     2866,       107,        off,   208000,"GroupAggregate Index Only Scan"
     2867,       111,        off,   208000,"GroupAggregate Index Only Scan"
     2868,       107,        off,   208000,"GroupAggregate Index Only Scan"
     2869,       114,        off,   208000,"GroupAggregate Index Only Scan"
     2870,       107,        off,   208000,"GroupAggregate Index Only Scan"
     2871,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2872,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2873,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2874,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2875,       108,        off,   208000,"GroupAggregate Index Only Scan"
     2876,       107,        off,   208000,"GroupAggregate Index Only Scan"
     2877,       110,        off,   208000,"GroupAggregate Index Only Scan"
     2878,       123,        off,   208000,"GroupAggregate Index Only Scan"
     2879,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2880,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2881,       108,        off,   208000,"GroupAggregate Index Only Scan"
     2882,       108,        off,   208000,"GroupAggregate Index Only Scan"
     2883,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2884,       108,        off,   208000,"GroupAggregate Index Only Scan"
     2885,       108,        off,   208000,"GroupAggregate Index Only Scan"
     2886,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2887,       106,        off,   208000,"GroupAggregate Index Only Scan"
     2888,       110,        off,   208000,"GroupAggregate Index Only Scan"
     2889,       109,        off,   208000,"GroupAggregate Index Only Scan"
     2890,       110,        off,   208000,"GroupAggregate Index Only Scan"
     2891,       113,        off,   208000,"GroupAggregate Index Only Scan"
     2892,       121,        off,   208000,"GroupAggregate Index Only Scan"
     2893,       110,        off,   208000,"GroupAggregate Index Only Scan"
     2894,       108,        off,   208000,"GroupAggregate Index Only Scan"
     2895,       105,        off,   208000,"GroupAggregate Index Only Scan"
     2896,       113,        off,   208000,"GroupAggregate Index Only Scan"
     2897,       113,        off,   208000,"GroupAggregate Index Only Scan"
     2898,       110,        off,   208000,"GroupAggregate Index Only Scan"
     2899,       112,        off,   208000,"GroupAggregate Index Only Scan"
     2900,       108,        off,   208000,"GroupAggregate Index Only Scan"
     2901,        57,         on,   244000,"HashAggregate Seq Scan"
     2902,        94,         on,   244000,"HashAggregate Seq Scan"
     2903,        53,         on,   244000,"HashAggregate Seq Scan"
     2904,        54,         on,   244000,"HashAggregate Seq Scan"
     2905,        56,         on,   244000,"HashAggregate Seq Scan"
     2906,        54,         on,   244000,"HashAggregate Seq Scan"
     2907,        53,         on,   244000,"HashAggregate Seq Scan"
     2908,        54,         on,   244000,"HashAggregate Seq Scan"
     2909,        53,         on,   244000,"HashAggregate Seq Scan"
     2910,        53,         on,   244000,"HashAggregate Seq Scan"
     2911,        57,         on,   244000,"HashAggregate Seq Scan"
     2912,        55,         on,   244000,"HashAggregate Seq Scan"
     2913,        54,         on,   244000,"HashAggregate Seq Scan"
     2914,        54,         on,   244000,"HashAggregate Seq Scan"
     2915,        53,         on,   244000,"HashAggregate Seq Scan"
     2916,        56,         on,   244000,"HashAggregate Seq Scan"
     2917,        54,         on,   244000,"HashAggregate Seq Scan"
     2918,        53,         on,   244000,"HashAggregate Seq Scan"
     2919,        54,         on,   244000,"HashAggregate Seq Scan"
     2920,        53,         on,   244000,"HashAggregate Seq Scan"
     2921,        53,         on,   244000,"HashAggregate Seq Scan"
     2922,        53,         on,   244000,"HashAggregate Seq Scan"
     2923,        54,         on,   244000,"HashAggregate Seq Scan"
     2924,        56,         on,   244000,"HashAggregate Seq Scan"
     2925,        54,         on,   244000,"HashAggregate Seq Scan"
     2926,        53,         on,   244000,"HashAggregate Seq Scan"
     2927,        53,         on,   244000,"HashAggregate Seq Scan"
     2928,        53,         on,   244000,"HashAggregate Seq Scan"
     2929,        55,         on,   244000,"HashAggregate Seq Scan"
     2930,        55,         on,   244000,"HashAggregate Seq Scan"
     2931,        53,         on,   244000,"HashAggregate Seq Scan"
     2932,        54,         on,   244000,"HashAggregate Seq Scan"
     2933,        54,         on,   244000,"HashAggregate Seq Scan"
     2934,        53,         on,   244000,"HashAggregate Seq Scan"
     2935,        54,         on,   244000,"HashAggregate Seq Scan"
     2936,        61,         on,   244000,"HashAggregate Seq Scan"
     2937,        53,         on,   244000,"HashAggregate Seq Scan"
     2938,        53,         on,   244000,"HashAggregate Seq Scan"
     2939,        55,         on,   244000,"HashAggregate Seq Scan"
     2940,        54,         on,   244000,"HashAggregate Seq Scan"
     2941,        53,         on,   244000,"HashAggregate Seq Scan"
     2942,        54,         on,   244000,"HashAggregate Seq Scan"
     2943,        54,         on,   244000,"HashAggregate Seq Scan"
     2944,        54,         on,   244000,"HashAggregate Seq Scan"
     2945,        53,         on,   244000,"HashAggregate Seq Scan"
     2946,        56,         on,   244000,"HashAggregate Seq Scan"
     2947,        56,         on,   244000,"HashAggregate Seq Scan"
     2948,        54,         on,   244000,"HashAggregate Seq Scan"
     2949,        53,         on,   244000,"HashAggregate Seq Scan"
     2950,        53,         on,   244000,"HashAggregate Seq Scan"
     2951,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2952,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2953,       126,        off,   244000,"GroupAggregate Index Only Scan"
     2954,       127,        off,   244000,"GroupAggregate Index Only Scan"
     2955,       126,        off,   244000,"GroupAggregate Index Only Scan"
     2956,       126,        off,   244000,"GroupAggregate Index Only Scan"
     2957,       133,        off,   244000,"GroupAggregate Index Only Scan"
     2958,       126,        off,   244000,"GroupAggregate Index Only Scan"
     2959,       127,        off,   244000,"GroupAggregate Index Only Scan"
     2960,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2961,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2962,       132,        off,   244000,"GroupAggregate Index Only Scan"
     2963,       132,        off,   244000,"GroupAggregate Index Only Scan"
     2964,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2965,       126,        off,   244000,"GroupAggregate Index Only Scan"
     2966,       132,        off,   244000,"GroupAggregate Index Only Scan"
     2967,       129,        off,   244000,"GroupAggregate Index Only Scan"
     2968,       134,        off,   244000,"GroupAggregate Index Only Scan"
     2969,       130,        off,   244000,"GroupAggregate Index Only Scan"
     2970,       126,        off,   244000,"GroupAggregate Index Only Scan"
     2971,       133,        off,   244000,"GroupAggregate Index Only Scan"
     2972,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2973,       134,        off,   244000,"GroupAggregate Index Only Scan"
     2974,       131,        off,   244000,"GroupAggregate Index Only Scan"
     2975,       134,        off,   244000,"GroupAggregate Index Only Scan"
     2976,       133,        off,   244000,"GroupAggregate Index Only Scan"
     2977,       134,        off,   244000,"GroupAggregate Index Only Scan"
     2978,       130,        off,   244000,"GroupAggregate Index Only Scan"
     2979,       132,        off,   244000,"GroupAggregate Index Only Scan"
     2980,       133,        off,   244000,"GroupAggregate Index Only Scan"
     2981,       132,        off,   244000,"GroupAggregate Index Only Scan"
     2982,       133,        off,   244000,"GroupAggregate Index Only Scan"
     2983,       134,        off,   244000,"GroupAggregate Index Only Scan"
     2984,       134,        off,   244000,"GroupAggregate Index Only Scan"
     2985,       127,        off,   244000,"GroupAggregate Index Only Scan"
     2986,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2987,       130,        off,   244000,"GroupAggregate Index Only Scan"
     2988,       134,        off,   244000,"GroupAggregate Index Only Scan"
     2989,       129,        off,   244000,"GroupAggregate Index Only Scan"
     2990,       126,        off,   244000,"GroupAggregate Index Only Scan"
     2991,       127,        off,   244000,"GroupAggregate Index Only Scan"
     2992,       127,        off,   244000,"GroupAggregate Index Only Scan"
     2993,       127,        off,   244000,"GroupAggregate Index Only Scan"
     2994,       132,        off,   244000,"GroupAggregate Index Only Scan"
     2995,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2996,       130,        off,   244000,"GroupAggregate Index Only Scan"
     2997,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2998,       128,        off,   244000,"GroupAggregate Index Only Scan"
     2999,       128,        off,   244000,"GroupAggregate Index Only Scan"
     3000,       129,        off,   244000,"GroupAggregate Index Only Scan"
     3001,        63,         on,   280000,"HashAggregate Seq Scan"
     3002,        67,         on,   280000,"HashAggregate Seq Scan"
